player_external_id,player_name,gender,team_name
709b0bac,SS Tiwary,male,Rising Pune Supergiant
41eb4a4f,R Vinay Kumar,male,Mumbai Indians
f986ca1a,HV Patel,male,Royal Challengers Bengaluru
eef2536f,Avesh Khan,male,Lucknow Super Giants
dded65e7,IR Jaggi,male,Deccan Chargers
ffe699c0,CJ Jordan,male,Royal Challengers Bengaluru
0ebfb1ad,E Lewis,male,Lucknow Super Giants
a9fd84fb,M Markande,male,Mumbai Indians
87e562a9,DJ Bravo,male,Gujarat Lions
8d92a2c3,MA Wood,male,Lucknow Super Giants
af2c687b,C Munro,male,Kolkata Knight Riders
b17e2f24,KL Rahul,male,Royal Challengers Bengaluru
495d42a5,R Ashwin,male,Rising Pune Supergiant
7d92277a,Mujeeb Ur Rahman,male,Mumbai Indians
372455c4,Q de Kock,male,Delhi Capitals
f088b960,SN Khan,male,Royal Challengers Bengaluru
fa2f1dde,K Khejroliya,male,Gujarat Titans
0a509d6b,RK Singh,male,Kolkata Knight Riders
bbd41817,AD Russell,male,Kolkata Knight Riders
1a156c88,DJM Short,male,Rajasthan Royals
90de905a,K Gowtham,male,Lucknow Super Giants
7a8bd078,S Gopal,male,Mumbai Indians
b2a79f17,B Laughlin,male,Chennai Super Kings
e86754b2,TK Curran,male,Delhi Capitals
5b16a806,A Dananjaya,male,Mumbai Indians
b4b99816,Shubman Gill,male,Gujarat Titans
c38d3503,Shivam Mavi,male,Kolkata Knight Riders
4b57e452,M Vijay,male,Punjab Kings
235c2bb6,H Klaasen,male,Sunrisers Hyderabad
b63e358a,RK Bhui,male,Delhi Capitals
5574750c,JC Archer,male,Rajasthan Royals
8b3e9c7c,PP Shaw,male,Delhi Capitals
9a963804,LE Plunkett,male,Delhi Capitals
2e8994e7,JP Duminy,male,Delhi Capitals
92aeac25,AD Hales,male,Sunrisers Hyderabad
da934ee8,MK Lomror,male,Royal Challengers Bengaluru
641ac5ff,IS Sodhi,male,Rajasthan Royals
e2db2409,M Ashwin,male,Rising Pune Supergiant
798cc28e,KM Asif,male,Rajasthan Royals
f834dcfc,L Ngidi,male,Delhi Capitals
faa7365d,DR Shorey,male,Chennai Super Kings
7f048519,DJ Willey,male,Royal Challengers Bengaluru
85e0cf10,M Prasidh Krishna,male,Gujarat Titans
bb351c23,MM Ali,male,Kolkata Knight Riders
541f85c9,SP Goswami,male,Rajasthan Royals
8ac93ca2,P Chopra,male,Rajasthan Royals
99ed60f8,JPR Scantlebury-Searles,male,Kolkata Knight Riders
f29185a1,Abhishek Sharma,male,Sunrisers Hyderabad
b410bd3d,S Lamichhane,male,Delhi Capitals
1cb14aa4,CJ Dala,male,Delhi Capitals
a2f46292,KK Ahmed,male,Chennai Super Kings
48a1d7b7,SO Hetmyer,male,Rajasthan Royals
a4e37e47,S Dube,male,Chennai Super Kings
21d4e29b,Navdeep Saini,male,Kolkata Knight Riders
abb83e27,JM Bairstow,male,Mumbai Indians
c995d726,CA Ingram,male,Delhi Capitals
75224f22,KMA Paul,male,Delhi Capitals
b8527c3d,Rasikh Salam,male,Royal Challengers Bengaluru
3241e3fd,N Pooran,male,Lucknow Super Giants
e94915e6,SM Curran,male,Chennai Super Kings
a316d663,GC Viljoen,male,Punjab Kings
5b7ab5a9,CV Varun,male,Kolkata Knight Riders
aedc3b7c,NS Naik,male,Punjab Kings
94253925,GH Vihari,male,Sunrisers Hyderabad
441c72ae,P Ray Barman,male,Royal Challengers Bengaluru
e4a0deae,MJ Santner,male,Mumbai Indians
4933f499,JP Behrendorff,male,Mumbai Indians
fef92afc,SC Kuggeleijn,male,Chennai Super Kings
b0946605,AS Joseph,male,Royal Challengers Bengaluru
ade90de7,S Midhun,male,Rajasthan Royals
e412cb64,HF Gurney,male,Kolkata Knight Riders
9601c534,SD Lad,male,Mumbai Indians
04a418e8,R Parag,male,Rajasthan Royals
bdadf7da,JL Denly,male,Kolkata Knight Riders
50c6bc2b,LS Livingstone,male,Sunrisers Hyderabad
244048f6,Arshdeep Singh,male,Punjab Kings
ff1e12a0,AJ Turner,male,Lucknow Super Giants
8fd1a8f5,DW Steyn,male,Gujarat Lions
c05edf8e,Harpreet Brar,male,Punjab Kings
d014d5ac,SE Rutherford,male,Mumbai Indians
cfa4bd2b,Y Prithvi Raj,male,Kolkata Knight Riders
c6097d68,O Thomas,male,Rajasthan Royals
e4cdf230,AS Roy,male,Kolkata Knight Riders
cdc6bdba,S Sandeep Warrier,male,Gujarat Titans
9418198b,P Simran Singh,male,Punjab Kings
4125d931,J Suchith,male,Mumbai Indians
f752db61,JL Pattinson,male,Mumbai Indians
acdc62f5,A Nortje,male,Lucknow Super Giants
a1d053dd,SS Cottrell,male,Punjab Kings
df064e1a,Ravi Bishnoi,male,Rajasthan Royals
25f7b7d6,T Banton,male,Kolkata Knight Riders
2c25d4f5,D Padikkal,male,Royal Challengers Bengaluru
ac5ae4af,I Udana,male,Royal Challengers Bengaluru
bb965e9a,PK Garg,male,Delhi Capitals
0f721006,JO Holder,male,Kolkata Knight Riders
8e514b4c,Abdul Samad,male,Lucknow Super Giants
6c19c6e5,YBK Jaiswal,male,Rajasthan Royals
45a43fe2,RD Gaikwad,male,Chennai Super Kings
b4f5c2d9,KL Nagarkoti,male,Delhi Capitals
46a9bea1,TU Deshpande,male,Rajasthan Royals
39086549,JR Philippe,male,Royal Challengers Bengaluru
5d2eea49,Kartik Tyagi,male,Kolkata Knight Riders
9219eff0,JDS Neesham,male,Delhi Capitals
f9e6e7ef,Shahbaz Ahmed,male,Lucknow Super Giants
caf69bf7,DR Sams,male,Mumbai Indians
bd54eef5,N Jagadeesan,male,Kolkata Knight Riders
69d03465,AT Carey,male,Delhi Capitals
03806cf8,JR Hazlewood,male,Royal Challengers Bengaluru
19b9f399,CJ Green,male,Kolkata Knight Riders
3d8feaf8,MR Marsh,male,Rising Pune Supergiant
ed5a5510,P Dubey,male,Punjab Kings
fb24e76c,Monu Kumar,male,Chennai Super Kings
81c36ee9,M Jansen,male,Punjab Kings
c740ea83,RM Patidar,male,Royal Challengers Bengaluru
68c56d09,KA Jamieson,male,Delhi Capitals
7dcb9bc9,M Shahrukh Khan,male,Gujarat Titans
1ee08e9a,JA Richardson,male,Delhi Capitals
64775749,RP Meredith,male,Mumbai Indians
2cdce1be,C Sakariya,male,Kolkata Knight Riders
ad427b5c,Lalit Yadav,male,Delhi Capitals
26d76ad9,Virat Singh,male,Sunrisers Hyderabad
249abedf,Jalaj S Saxena,male,Punjab Kings
d3611425,LI Meriwala,male,Delhi Capitals
b52ffbbd,FA Allen,male,Mumbai Indians
dfc4d8b5,KW Richardson,male,Royal Challengers Bengaluru
c8f5f961,Anuj Rawat,male,Royal Challengers Bengaluru
ad9c32a2,DJ Malan,male,Punjab Kings
44a89551,KS Bharat,male,Delhi Capitals
a97c8ec2,PWH de Silva,male,Rajasthan Royals
a24be938,VR Iyer,male,Royal Challengers Bengaluru
81c08fa3,Umran Malik,male,Sunrisers Hyderabad
9a46c4e5,GD Phillips,male,Gujarat Titans
b483905d,Akash Singh,male,Lucknow Super Giants
be869ccf,GHS Garton,male,Royal Challengers Bengaluru
6a26221c,AK Markram,male,Lucknow Super Giants
030f3089,K Yadav,male,Rajasthan Royals
a03bba42,T Shamsi,male,Royal Challengers Bengaluru
9eb1455b,NT Ellis,male,Chennai Super Kings
60500956,RV Patel,male,Delhi Capitals
4663bd23,TL Seifert,male,Kolkata Knight Riders
1399b39c,Anmolpreet Singh,male,Sunrisers Hyderabad
fdf7491e,IC Porel,male,Punjab Kings
249d60c9,AU Rashid,male,Sunrisers Hyderabad
f1f99156,TH David,male,Royal Challengers Bengaluru
df5a6881,DP Conway,male,Chennai Super Kings
b0482a1d,Tilak Varma,male,Mumbai Indians
650d5e49,R Powell,male,Kolkata Knight Riders
0a67aec0,Akash Deep,male,Lucknow Super Giants
6c882e9a,PBB Rajapaksa,male,Punjab Kings
ba6b2f91,RA Bawa,male,Mumbai Indians
23cca426,OF Smith,male,Punjab Kings
872b03f7,A Badoni,male,Lucknow Super Giants
327b58d3,PVD Chameera,male,Delhi Capitals
c33d8116,Mohsin Khan,male,Lucknow Super Giants
afa7e784,MS Wade,male,Delhi Capitals
0890552f,A Manohar,male,Sunrisers Hyderabad
c5aef772,R Shepherd,male,Royal Challengers Bengaluru
11614d87,D Pretorius,male,Chennai Super Kings
765a4731,Mukesh Choudhary,male,Chennai Super Kings
800d2d97,JM Sharma,male,Royal Challengers Bengaluru
7c3b3b78,VG Arora,male,Kolkata Knight Riders
844e79d1,D Brevis,male,Chennai Super Kings
d5130a30,B Sai Sudharsan,male,Gujarat Titans
cd8d2859,DG Nalkande,male,Gujarat Titans
f24c6701,M Theekshana,male,Rajasthan Royals
26989d80,Shashank Singh,male,Punjab Kings
be24ead0,Ramandeep Singh,male,Kolkata Knight Riders
9948e262,HE van der Dussen,male,Rajasthan Royals
2e78f685,KR Sen,male,Rajasthan Royals
9385de2e,SS Prabhudessai,male,Royal Challengers Bengaluru
7210d461,Yash Dayal,male,Royal Challengers Bengaluru
378daa89,Aman Hakim Khan,male,Delhi Capitals
529eb9e0,OC McCoy,male,Rajasthan Royals
0c9652b0,HR Shokeen,male,Mumbai Indians
26a85969,R Dhawan,male,Punjab Kings
eade4650,DJ Mitchell,male,Chennai Super Kings
ff1e68fa,B Indrajith,male,Kolkata Knight Riders
77b1aa15,Harshit Rana,male,Kolkata Knight Riders
f6d8a7ab,K Kartikeya,male,Rajasthan Royals
30df8c66,Simarjeet Singh,male,Sunrisers Hyderabad
1a2676c5,SA Abbott,male,Royal Challengers Bengaluru
e9c7f0d0,Fazalhaq Farooqi,male,Rajasthan Royals
c7a995d3,R Sai Kishore,male,Gujarat Titans
39ed0d2f,KS Sharma,male,Lucknow Super Giants
85b3fab2,T Stubbs,male,Delhi Capitals
c695b423,PH Solanki,male,Chennai Super Kings
64839cb3,M Pathirana,male,Kolkata Knight Riders
33ffc3dd,R Sanjay Yadav,male,Mumbai Indians
aa5d8c9e,A Tomar,male,Kolkata Knight Riders
663b5e34,PN Mankad,male,Lucknow Super Giants
c3c92b42,RS Hangargekar,male,Chennai Super Kings
9061a703,J Little,male,Gujarat Titans
26d041c4,Sikandar Raza,male,Punjab Kings
0bacade8,Rahmanullah Gurbaz,male,Kolkata Knight Riders
73c18486,KR Mayers,male,Lucknow Super Giants
cad00a4d,RR Rossouw,male,Royal Challengers Bengaluru
2cffab74,Mukesh Kumar,male,Delhi Capitals
4ae1755b,HC Brook,male,Sunrisers Hyderabad
eaa76d3c,C Green,male,Kolkata Knight Riders
d1a60072,N Wadhera,male,Punjab Kings
12314277,Arshad Khan,male,Gujarat Titans
e38bce7a,MG Bracewell,male,Royal Challengers Bengaluru
8db7f47f,RJW Topley,male,Mumbai Indians
4b31f3a3,Yash Thakur,male,Punjab Kings
ad3b6e95,Abishek Porel,male,Delhi Capitals
bcf325d2,Dhruv Jurel,male,Rajasthan Royals
9440ef41,Suyash Sharma,male,Royal Challengers Bengaluru
8361e524,SSB Magala,male,Chennai Super Kings
a90e53ec,MW Short,male,Chennai Super Kings
9a5f2863,Mohit Rathee,male,Punjab Kings
3a60e0b5,WD Parnell,male,Delhi Capitals
dd7e9b3b,YV Dhull,male,Delhi Capitals
54e52590,Vijaykumar Vyshak,male,Punjab Kings
4885bbe6,Yudhvir Singh,male,Rajasthan Royals
1ac746c8,Atharva Taide,male,Sunrisers Hyderabad
28c78fb3,Harpreet Singh,male,Pune Warriors
44aac2f0,Arjun Tendulkar,male,Lucknow Super Giants
8dc152d1,D Jansen,male,Mumbai Indians
efc04be7,Noor Ahmad,male,Chennai Super Kings
c0c411cb,Naveen-ul-Haq,male,Lucknow Super Giants
0404d43c,Liton Das,male,Kolkata Knight Riders
3d284ca3,PD Salt,male,Royal Challengers Bengaluru
a457cfb5,Mayank Dagar,male,Royal Challengers Bengaluru
cc777ffa,Abdul Basith,male,Rajasthan Royals
aa8d28ae,D Wiese,male,Royal Challengers Bengaluru
99258814,Gurnoor Brar,male,Punjab Kings
4d7f517e,AJ Hosein,male,Chennai Super Kings
4bd09374,Akash Madhwal,male,Rajasthan Royals
266849c1,R Goyal,male,Mumbai Indians
a343262c,JE Root,male,Rajasthan Royals
1b7b0fa7,Vivrant Sharma,male,Sunrisers Hyderabad
3ff033bb,MD Shanaka,male,Rajasthan Royals
b0f2baf4,Sanvir Singh,male,Sunrisers Hyderabad
aad0c365,Nithish Kumar Reddy,male,Sunrisers Hyderabad
52294a79,H Sharma,male,Royal Challengers Bengaluru
ba5e1069,R Ravindra,male,Chennai Super Kings
f89d3b11,Sameer Rizvi,male,Delhi Capitals
1fc6ef83,SD Hope,male,Delhi Capitals
8998a68f,Sumit Kumar,male,Delhi Capitals
3fb19989,MA Starc,male,Royal Challengers Bengaluru
465aa633,N Burger,male,Rajasthan Royals
8f6dd463,Azmatullah Omarzai,male,Punjab Kings
83c3e8e3,SH Johnson,male,Chennai Super Kings
65b6943c,L Wood,male,Mumbai Indians
fffa744b,Naman Dhir,male,Mumbai Indians
3204c99f,G Coetzee,male,Gujarat Titans
9d704f6f,SZ Mulani,male,Mumbai Indians
107c26fb,KT Maphaka,male,Rajasthan Royals
d7017798,A Raghuvanshi,male,Kolkata Knight Riders
b1ad996b,MP Yadav,male,Lucknow Super Giants
cf0ccafa,M Siddharth,male,Lucknow Super Giants
6b2ff18f,SB Dubey,male,Rajasthan Royals
84d9c311,Ashutosh Sharma,male,Delhi Capitals
9e7225b0,Saurav Chauhan,male,Royal Challengers Bengaluru
57ca01b3,Kumar Kushagra,male,Gujarat Titans
c2dd89ea,BR Sharath,male,Gujarat Titans
0b60eb09,KA Maharaj,male,Rajasthan Royals
9caf69a1,WG Jacks,male,Mumbai Indians
9b6e1b3f,J Fraser-McGurk,male,Delhi Capitals
5724e517,Tanush Kotian,male,Rajasthan Royals
97290faf,S Joseph,male,Lucknow Super Giants
ee1b6c27,N Thushara,male,Royal Challengers Bengaluru
a1d95bd8,LB Williams,male,Delhi Capitals
2d140b79,AA Kulkarni,male,Lucknow Super Giants
402f8494,RJ Gleeson,male,Mumbai Indians
025c4400,MJ Suthar,male,Gujarat Titans
fcc21ace,A Kamboj,male,Chennai Super Kings
9f77963a,Gulbadin Naib,male,Delhi Capitals
f0af99a7,D Ferreira,male,Rajasthan Royals
03a83c50,V Viyaskanth,male,Sunrisers Hyderabad
d4d929b0,V Kaverappa,male,Punjab Kings
f836b33d,T Kohler-Cadmore,male,Rajasthan Royals
e1d9ae9c,Shivam Singh,male,Punjab Kings
a3b0600d,Aniket Verma,male,Sunrisers Hyderabad
1e030637,V Puthur,male,Mumbai Indians
e66732f8,RD Rickelton,male,Mumbai Indians
bafd0398,R Minz,male,Mumbai Indians
c27b5a0e,PVSN Raju,male,Mumbai Indians
13fc5c6d,DS Rathi,male,Lucknow Super Giants
80b2fb19,Prince Yadav,male,Lucknow Super Giants
5ffc0565,V Nigam,male,Delhi Capitals
b5797845,Priyansh Arya,male,Punjab Kings
970ddd24,Suryansh Shedge,male,Punjab Kings
c96f6ac5,PWA Mulder,male,Sunrisers Hyderabad
36619795,Zeeshan Ansari,male,Sunrisers Hyderabad
59559bc2,J Overton,male,Chennai Super Kings
d45c29b1,Ashwani Kumar,male,Mumbai Indians
08548b13,PHKD Mendis,male,Sunrisers Hyderabad
ebcfef83,Himmat Singh,male,Lucknow Super Giants
5750bcb4,E Malinga,male,Sunrisers Hyderabad
cbf58a86,SK Rasheed,male,Chennai Super Kings
989889ff,JP Inglis,male,Lucknow Super Giants
3b53243a,XC Bartlett,male,Punjab Kings
e96801ea,MS Bhandage,male,Royal Challengers Bengaluru
470f446b,V Suryavanshi,male,Rajasthan Royals
b2b4f545,A Mhatre,male,Chennai Super Kings
172dff15,C Bosch,male,Mumbai Indians
3c55c703,JG Bethell,male,Royal Challengers Bengaluru
62175638,Karim Janat,male,Gujarat Titans
e3851766,KS Rathore,male,Rajasthan Royals
cf59b3f0,Urvil Patel,male,Chennai Super Kings
fb5f69e4,M Tiwari,male,Delhi Capitals
f2c936d7,MJ Owen,male,Punjab Kings
cb9b8664,W O'Rourke,male,Lucknow Super Giants
25228673,Harsh Dubey,male,Sunrisers Hyderabad
35f173a0,MP Breetzke,male,Lucknow Super Giants
d621b427,Musheer Khan,male,Punjab Kings
5d1e7582,BKG Mendis,male,Gujarat Titans
3c28853f,Sediqullah Atal,male,Delhi Capitals
d7423da1,Salil Arora,male,Sunrisers Hyderabad
6c79c098,DA Payne,male,Sunrisers Hyderabad
dadbdb68,JA Duffy,male,Royal Challengers Bengaluru
82c10dac,Abhinandan Singh,male,Royal Challengers Bengaluru
bf74b130,FH Allen,male,Kolkata Knight Riders
449f4e3c,B Muzarabani,male,Kolkata Knight Riders
9ca68676,AM Ghazanfar,male,Mumbai Indians
7b679de5,Kartik Sharma,male,Chennai Super Kings
133bbd61,Brijesh Sharma,male,Rajasthan Royals
50c09020,Ashok Sharma,male,Gujarat Titans
fe366f34,C Connolly,male,Punjab Kings
1c84109e,MD Choudhary,male,Lucknow Super Giants
8ee36b18,P Nissanka,male,Delhi Capitals
7b44eb3e,Shivang Kumar,male,Sunrisers Hyderabad
e148e6bd,PR Veer,male,Chennai Super Kings
cc61ee8f,Gurjapneet Singh,male,Chennai Super Kings
7c3c0337,Auqib Nabi,male,Delhi Capitals
e5437608,GF Linde,male,Lucknow Super Giants
280fff14,Sakib Hussain,male,Sunrisers Hyderabad
ece7b6b3,PP Hinge,male,Sunrisers Hyderabad
60aa2db3,LG Pretorius,male,Rajasthan Royals
2b801189,Mayank Rawat,male,Mumbai Indians
02dfebbe,Yash Raj Punja,male,Rajasthan Royals
9e6032fa,DV Malewar,male,Mumbai Indians
e48a4814,Krish Bhagat,male,Mumbai Indians
de7d833e,D Madushanka,male,Sunrisers Hyderabad
926c7443,SU Parakh,male,Delhi Capitals
5b615e7c,Raghu Sharma,male,Mumbai Indians
dee07622,RS Ghosh,male,Chennai Super Kings
c1e53c3f,R Smaran,male,Sunrisers Hyderabad
3cea23da,N Sindhu,male,Gujarat Titans
d8d67045,Akshat Raghuwanshi,male,Lucknow Super Giants
e1b9f3a9,BJ Dwarshuis,male,Punjab Kings
11061889,SR Dubey,male,Kolkata Knight Riders
548516a6,Ravi Singh,male,Rajasthan Royals
51ec3919,T Vijay,male,Delhi Capitals
92500ad5,SS Mishra,male,Rajasthan Royals
f12fe2a1,T Dahiya,male,Kolkata Knight Riders
725529bc,SC Ganguly,male,Pune Warriors
7d415ea5,RT Ponting,male,Mumbai Indians
fd835ab3,DJ Hussey,male,Chennai Super Kings
9ab63e7b,Mohammad Hafeez,male,Kolkata Knight Riders
b1451597,LR Shukla,male,Delhi Capitals
fa463154,AB Agarkar,male,Delhi Capitals
abfeb126,M Kartik,male,Punjab Kings
0184dc35,R Dravid,male,Rajasthan Royals
619aa81f,W Jaffer,male,Royal Challengers Bengaluru
86dc8f2e,JH Kallis,male,Kolkata Knight Riders
d0513f63,CL White,male,Sunrisers Hyderabad
f3cb53a1,MV Boucher,male,Kolkata Knight Riders
af7dadf7,B Akhil,male,Kochi Tuskers Kerala
b69e69ed,AA Noffke,male,Royal Challengers Bengaluru
670709ec,SB Joshi,male,Royal Challengers Bengaluru
d8699ab7,ML Hayden,male,Chennai Super Kings
48fd7349,MEK Hussey,male,Chennai Super Kings
3eac9d95,JDP Oram,male,Mumbai Indians
3576e47e,S Badrinath,male,Chennai Super Kings
9f961c14,Joginder Sharma,male,Chennai Super Kings
6ad3a659,P Amarnath,male,Chennai Super Kings
4ba44e19,M Muralitharan,male,Royal Challengers Bengaluru
