match_id,player_id,player_external_id,player_name,team_id,team_name,gender,batting_runs,balls_faced,fours,sixes,batting_strike_rate,not_out,batted,balls_bowled,runs_conceded,wickets,bowling_economy,maidens
1001371,1009,af2c687b,C Munro,3,New Zealand,male,49,59,4,1,83.05,False,True,0,0,0,0.0,0
1001373,1124,dcce6f09,DA Warner,1,Australia,male,119,115,14,1,103.48,False,True,0,0,0,0.0,0
1001373,1818,e84ac20c,MJ Henry,3,New Zealand,male,7,13,0,0,53.85,False,True,60,91,0,9.1,0
1001373,809,b8d490fd,AJ Finch,1,Australia,male,19,34,2,0,55.88,False,True,0,0,0,0.0,0
1001373,2488,a818c1be,TA Boult,3,New Zealand,male,2,6,0,0,33.33,True,True,60,80,1,8.0,0
1001373,1829,e4a0deae,MJ Santner,3,New Zealand,male,2,5,0,0,40.0,False,True,60,47,1,4.7,0
1001373,2517,13c35c9e,TG Southee,3,New Zealand,male,2,4,0,0,50.0,False,True,60,63,2,6.3,0
1001373,2419,30a45b23,SPD Smith,1,Australia,male,72,76,6,1,94.74,False,True,0,0,0,0.0,0
1001373,998,94d7f855,C de Grandhomme,3,New Zealand,male,12,14,0,1,85.71,False,True,54,74,1,8.22,0
1001373,1487,9219eff0,JDS Neesham,3,New Zealand,male,74,83,7,1,89.16,False,True,6,12,0,12.0,0
1001373,2536,12b610c2,TM Head,1,Australia,male,57,31,6,2,183.87,False,True,42,31,0,4.43,0
1001373,1901,3d8feaf8,MR Marsh,1,Australia,male,76,38,2,7,200.0,True,True,18,26,0,8.67,0
1001373,1913,afa7e784,MS Wade,1,Australia,male,11,5,1,1,220.0,False,True,0,0,0,0.0,0
1001373,1287,5056011d,GJ Bailey,1,Australia,male,0,1,0,0,0.0,True,True,0,0,0,0.0,0
1001373,1816,2be41edb,MJ Guptill,3,New Zealand,male,45,33,7,1,136.36,False,True,0,0,0,0.0,0
1001373,1764,3fb19989,MA Starc,1,Australia,male,0,0,0,0,0.0,False,False,60,52,2,5.2,0
1001373,2555,e824e6ee,TWM Latham,3,New Zealand,male,4,12,0,0,33.33,False,True,0,0,0,0.0,0
1001373,1552,03806cf8,JR Hazlewood,1,Australia,male,0,0,0,0,0.0,False,False,54,42,2,4.67,1
1001373,1668,d027ba9f,KS Williamson,3,New Zealand,male,81,80,5,2,101.25,False,True,0,0,0,0.0,0
1001373,2076,ded9240e,PJ Cummins,1,Australia,male,0,0,0,0,0.0,False,False,60,41,4,4.1,0
1001373,1546,808f425a,JP Faulkner,1,Australia,male,0,0,0,0,0.0,False,False,50,69,2,8.28,0
1001373,1009,af2c687b,C Munro,3,New Zealand,male,11,12,1,1,91.67,False,True,0,0,0,0.0,0
1001373,970,928670cc,BJ Watling,3,New Zealand,male,17,22,2,0,77.27,False,True,0,0,0,0.0,0
1001375,1124,dcce6f09,DA Warner,1,Australia,male,156,128,13,4,121.88,False,True,0,0,0,0.0,0
1001375,2517,13c35c9e,TG Southee,3,New Zealand,male,4,14,0,0,28.57,False,True,60,45,0,4.5,2
1001375,809,b8d490fd,AJ Finch,1,Australia,male,3,8,0,0,37.5,False,True,0,0,0,0.0,0
1001375,2488,a818c1be,TA Boult,3,New Zealand,male,1,7,0,0,14.29,False,True,60,49,3,4.9,1
1001375,2419,30a45b23,SPD Smith,1,Australia,male,0,7,0,0,0.0,False,True,0,0,0,0.0,0
1001375,1287,5056011d,GJ Bailey,1,Australia,male,23,50,1,0,46.0,False,True,0,0,0,0.0,0
1001375,1702,2f9d0389,LH Ferguson,3,New Zealand,male,4,15,0,0,26.67,True,True,48,50,0,6.25,0
1001375,1829,e4a0deae,MJ Santner,3,New Zealand,male,15,21,3,0,71.43,False,True,54,43,2,4.78,0
1001375,998,94d7f855,C de Grandhomme,3,New Zealand,male,11,10,0,1,110.0,False,True,60,50,2,5.0,0
1001375,1901,3d8feaf8,MR Marsh,1,Australia,male,0,2,0,0,0.0,False,True,0,0,0,0.0,0
1001375,2536,12b610c2,TM Head,1,Australia,male,37,70,2,0,52.86,False,True,42,37,2,5.29,0
1001375,1668,d027ba9f,KS Williamson,3,New Zealand,male,13,12,2,0,108.33,False,True,6,3,0,3.0,0
1001375,1913,afa7e784,MS Wade,1,Australia,male,14,22,0,0,63.64,False,True,0,0,0,0.0,0
1001375,1009,af2c687b,C Munro,3,New Zealand,male,20,38,1,0,52.63,False,True,12,19,0,9.5,0
1001375,1546,808f425a,JP Faulkner,1,Australia,male,13,13,1,0,100.0,False,True,42,26,2,3.71,0
1001375,1816,2be41edb,MJ Guptill,3,New Zealand,male,34,40,3,0,85.0,False,True,0,0,0,0.0,0
1001375,1764,3fb19989,MA Starc,1,Australia,male,0,0,0,0,0.0,False,False,60,34,3,3.4,3
1001375,2555,e824e6ee,TWM Latham,3,New Zealand,male,28,36,3,0,77.78,False,True,0,0,0,0.0,0
1001375,1552,03806cf8,JR Hazlewood,1,Australia,male,0,0,0,0,0.0,False,False,42,22,1,3.14,1
1001375,2076,ded9240e,PJ Cummins,1,Australia,male,0,0,0,0,0.0,False,False,31,26,2,5.03,0
1001375,1371,03521fd3,HM Nicholls,3,New Zealand,male,3,11,0,0,27.27,False,True,0,0,0,0.0,0
1001375,970,928670cc,BJ Watling,3,New Zealand,male,8,13,1,0,61.54,False,True,0,0,0,0.0,0
1004283,1640,85d8110a,KJ Coetzer,4,Scotland,male,53,29,6,2,182.76,False,True,0,0,0,0.0,0
