player_id,player_external_id,player_name,gender,role,batting_style,bowling_style,team_name
123,99c86133,CS Mugeri-Tiripano,female,BATTER,,,Zimbabwe
124,fc2c5891,CS Terblanche,female,ALL_ROUNDER,,,South Africa
125,8d7fba79,CT Dhururu,female,BATTER,,,Zimbabwe
126,2e81be88,D Brown,female,ALL_ROUNDER,,,Australia
127,58dc96cc,D Devnarain,female,ALL_ROUNDER,,,South Africa
128,b0dc5d0d,D Dhingra,female,BATTER,,,United States of America
129,ea8b65ab,D Hazell,female,ALL_ROUNDER,,,England
130,1d6ff329,D Hemalatha,female,ALL_ROUNDER,,,India
131,6d7ca3e6,D Joseph,female,BATTER,,,West Indies
132,01341439,D Lohia,female,ALL_ROUNDER,,,Papua New Guinea
133,4de69d5e,D Prins,female,BATTER,,,Netherlands
134,2b425403,D Tucker,female,ALL_ROUNDER,,,South Africa
135,8c5775f3,D van Niekerk,female,ALL_ROUNDER,,,South Africa
136,49dcd12c,D Vihanga,female,ALL_ROUNDER,,,Sri Lanka
137,201fef33,DB Sharma,female,ALL_ROUNDER,,,India
138,c3394c16,DEM Carter,female,ALL_ROUNDER,,,Scotland
139,a51e6c6e,Diana Baig,female,ALL_ROUNDER,,,Pakistan
140,f2670a3d,Dilara Akter,female,BATTER,,,Bangladesh
141,53bee17f,DJS Dottin,female,ALL_ROUNDER,,,West Indies
142,1b61a9fa,DM Braat,female,ALL_ROUNDER,,,Netherlands
143,d693012d,DM Kimmince,female,ALL_ROUNDER,,,Australia
144,a139c379,DN Wyatt,female,ALL_ROUNDER,,,England
145,f9ded29b,DP Vaidya,female,ALL_ROUNDER,,,India
146,d2763568,DR Gibson,female,ALL_ROUNDER,,,England
147,705489eb,E Bisht,female,ALL_ROUNDER,,,India
148,d8c6a647,E Claridge,female,BATTER,,,United States of America
149,be592751,E Marx,female,ALL_ROUNDER,,,South Africa
150,657da2f4,E Mbofana,female,ALL_ROUNDER,,,Zimbabwe
151,95d9f74c,E Pokana,female,BATTER,,,Papua New Guinea
152,fe731c62,EA Osborne,female,ALL_ROUNDER,,,Australia
153,be150fc8,EA Perry,female,ALL_ROUNDER,,,Australia
154,50ee0500,EAJ Richardson,female,ALL_ROUNDER,,,Ireland
155,0de3060f,EC Perry,female,BATTER,,,New Zealand
156,7693851c,EJ Carson,female,ALL_ROUNDER,,,New Zealand
157,b97f21d8,EJ Tice,female,ALL_ROUNDER,,,Ireland
158,cde96d97,EJ Villani,female,ALL_ROUNDER,,,Australia
159,78fd864b,EL Arlott,female,ALL_ROUNDER,,,England
160,02181d9a,EL Lamb,female,ALL_ROUNDER,,,England
161,45dd7433,EL Watson,female,BATTER,,,Scotland
162,180240d4,EM Bermingham,female,ALL_ROUNDER,,,New Zealand
163,2954c820,EM Sampson,female,BOWLER,,,Australia
164,1f1ee021,EMA McLeod,female,BATTER,,,New Zealand
165,ec691a5b,EMKNH Senavirathna,female,BATTER,,,Sri Lanka
166,4d35d0b3,EN Lynch,female,ALL_ROUNDER,,,Netherlands
167,fdc6b34d,ER Oza,female,ALL_ROUNDER,,,United Arab Emirates
168,4357f6f8,Eyman Fatima,female,BATTER,,,Pakistan
169,c0dc015b,F Chipare,female,ALL_ROUNDER,,,Zimbabwe
170,022745d5,F Overdijk,female,ALL_ROUNDER,,,Netherlands
171,41f534cd,F Tunnicliffe,female,ALL_ROUNDER,,,South Africa
172,2d42b539,F Walters,female,BATTER,,,West Indies
173,fa6e2cb3,FA Sargent,female,ALL_ROUNDER,,,Ireland
174,558cdd64,Fahima Khatun,female,ALL_ROUNDER,,,Bangladesh
175,6e96c956,Fargana Hoque,female,BATTER,,,Bangladesh
176,7b51bfa4,Fariha Trisna,female,ALL_ROUNDER,,,Bangladesh
177,ea9c54de,Fatima Sana,female,ALL_ROUNDER,,,Pakistan
178,6df697a9,FC Jonas,female,ALL_ROUNDER,,,New Zealand
179,a28132bd,FC Wilson,female,BATTER,,,England
180,c8b0b64c,FDM Devonshire,female,ALL_ROUNDER,,,New Zealand
181,abc9f8a4,FG Kemp,female,ALL_ROUNDER,,,England
182,7391f160,FL Mackay,female,ALL_ROUNDER,,,New Zealand
183,2479daa6,FR Davies,female,ALL_ROUNDER,,,England
184,7a0428ae,G Bloemen,female,ALL_ROUNDER,,,Netherlands
185,940feccc,G Dempsey,female,ALL_ROUNDER,,,Ireland
186,581eec7e,G Fontenla,female,ALL_ROUNDER,,,Scotland
187,f606177e,G Kodali,female,ALL_ROUNDER,,,United States of America
188,ff227198,G Sultana,female,ALL_ROUNDER,,,India
189,5c30d455,G Voll,female,BATTER,,,Australia
190,f0b4e47d,G Wareham,female,ALL_ROUNDER,,,Australia
191,287ed3a0,GA Elwiss,female,ALL_ROUNDER,,,England
192,daf548d0,GA Guy,female,ALL_ROUNDER,,,New Zealand
193,a1965ce2,GC Bhogle,female,BATTER,,,United States of America
194,575494db,GE Plimmer,female,BATTER,,,New Zealand
195,1b9d1579,GH Lewis,female,ALL_ROUNDER,,,Ireland
196,3d689960,Ghulam Fatima,female,ALL_ROUNDER,,,Pakistan
197,54719239,GK Davis,female,BOWLER,,,England
198,72166006,GM Harris,female,ALL_ROUNDER,,,Australia
199,88bcd09d,GP Tom,female,ALL_ROUNDER,,,Papua New Guinea
200,9ff1e91e,Gull Feroza,female,BATTER,,,Pakistan
201,53068b45,GWHM Perera,female,BATTER,,,Sri Lanka
202,3664712e,H Deol,female,ALL_ROUNDER,,,India
203,5aa874da,H Doriga,female,ALL_ROUNDER,,,Papua New Guinea
204,99812d10,H Graham,female,ALL_ROUNDER,,,Australia
205,f537d39c,H Hotchandani,female,ALL_ROUNDER,,,United Arab Emirates
206,f8e27d4a,H Karunaratne,female,ALL_ROUNDER,,,Sri Lanka
207,53cd8da6,H Kaur,female,ALL_ROUNDER,,,India
208,85021bcd,H Madavi,female,ALL_ROUNDER,,,Sri Lanka
209,ec1c4b4d,HAM Samuddika,female,ALL_ROUNDER,,,Sri Lanka
210,dbd79036,HASD Siriwardene,female,ALL_ROUNDER,,,Sri Lanka
211,4ba0289e,HC Knight,female,ALL_ROUNDER,,,England
212,6d48df01,HDJ Siegers,female,BATTER,,,Netherlands
213,27735054,HDRS Silva,female,ALL_ROUNDER,,,Sri Lanka
214,96786fb6,HE Whelan,female,ALL_ROUNDER,,,Ireland
215,44d0e8af,HHC Gunaratne,female,ALL_ROUNDER,,,Sri Lanka
216,6edcff70,HIS Mendis,female,BATTER,,,Sri Lanka
217,f05167d2,HJ Armitage,female,BATTER,,,England
218,50b558d2,HJ Darlington,female,BOWLER,,,Australia
219,a3034d3d,HJ Thomas,female,ALL_ROUNDER,,,Papua New Guinea
220,d32cf49a,HK Matthews,female,ALL_ROUNDER,,,West Indies
221,cefad9fd,HL Baker,female,ALL_ROUNDER,,,England
222,d3a44255,HL Colvin,female,ALL_ROUNDER,,,England
223,a594a6e0,HL Ferling,female,ALL_ROUNDER,,,Australia
224,ace63b7f,HL Tau,female,ALL_ROUNDER,,,Papua New Guinea
225,8ca1f93a,HM Rowe,female,ALL_ROUNDER,,,New Zealand
226,03b09a26,HM Tiffen,female,BATTER,,,New Zealand
227,0891ca09,HM Watson,female,ALL_ROUNDER,,,New Zealand
228,d6f9dfd6,HMD Rasangika,female,ALL_ROUNDER,,,Sri Lanka
229,07485bb9,HML Madushani,female,BATTER,,,Sri Lanka
230,b8cce99f,HNK Jensen,female,ALL_ROUNDER,,,New Zealand
231,8d6b36e3,HR Huddleston,female,ALL_ROUNDER,,,New Zealand
232,7027d12f,HRA Rainey,female,ALL_ROUNDER,,,Scotland
233,e21b8cb5,HW Rambaldo,female,ALL_ROUNDER,,,Netherlands
234,a6ec88f4,HWA Landheer,female,ALL_ROUNDER,,,Netherlands
235,a2c23f31,I Dulani,female,BATTER,,,Sri Lanka
236,9f87d0f0,I Nandakumar,female,ALL_ROUNDER,,,United Arab Emirates
237,a61850e6,I Ranaweera,female,ALL_ROUNDER,,,Sri Lanka
238,83cde44d,I Toua,female,ALL_ROUNDER,,,Papua New Guinea
239,5aa8574b,I van der Woning,female,ALL_ROUNDER,,,Netherlands
240,60c250bf,IC Gaze,female,BATTER,,,New Zealand
241,e5b17517,IECM Wong,female,ALL_ROUNDER,,,England
242,4de0779a,IG Sharp,female,BATTER,,,New Zealand
243,47b32a5a,IJR Zwilling,female,ALL_ROUNDER,,,Netherlands
244,8d62fc14,IM Vaghela,female,ALL_ROUNDER,,,United States of America
245,d3b4b8ed,IMHC Joyce,female,ALL_ROUNDER,,,Ireland
246,57bdbc16,IR James,female,BATTER,,,New Zealand
247,dc596fac,Iram Javed,female,ALL_ROUNDER,,,Pakistan
248,5d428b3d,Ishma Tanjim,female,BATTER,,,Bangladesh
249,f46500c3,IT Guha,female,BOWLER,,,England
250,a2632c7c,J Glasgow,female,ALL_ROUNDER,,,West Indies
251,84f1ae7f,J Goswami,female,ALL_ROUNDER,,,India
252,a336b0fe,J Gray,female,BATTER,,,Ireland
253,92b94582,J Grewcock,female,ALL_ROUNDER,,,England
254,b0ac4aa2,J Logtenberg,female,ALL_ROUNDER,,,South Africa
255,1b1c23bb,J Maguire,female,ALL_ROUNDER,,,Ireland
256,36dfa62e,J Nkomo,female,ALL_ROUNDER,,,Zimbabwe
257,19d64ed4,J Pashley,female,BATTER,,,Netherlands
258,b58b1ae5,J Post,female,BATTER,,,Netherlands
259,e1eb1e96,J Sharma,female,BATTER,,,India
260,cb665b69,J van Vliet,female,BATTER,,,Netherlands
261,adf208e5,JA Whelan,female,ALL_ROUNDER,,,Ireland
262,752183c1,Jahanara Alam,female,ALL_ROUNDER,,,Bangladesh
263,fa948618,Jannatul Ferdus,female,ALL_ROUNDER,,,Bangladesh
264,d921449d,Javeria Khan,female,ALL_ROUNDER,,,Pakistan
265,bf8c8572,Javeria Rauf,female,ALL_ROUNDER,,,Pakistan
266,7bf606c6,JB Nero,female,BATTER,,,West Indies
267,b4ba7a92,JC Carroll,female,BATTER,,,Ireland
268,5b6bc793,JC Hartenhof,female,ALL_ROUNDER,,,Netherlands
269,5ebc3941,JE Cameron,female,BATTER,,,Australia
270,cb08b611,JI Rodrigues,female,ALL_ROUNDER,,,India
271,e22f8ec1,JKC Claxton,female,ALL_ROUNDER,,,West Indies
272,e21475a5,JL Aras,female,ALL_ROUNDER,,,United States of America
273,907c51ab,JL Gunn,female,ALL_ROUNDER,,,England
274,110839f2,JL Hunter,female,ALL_ROUNDER,,,Australia
275,0475a86b,JL Jonassen,female,ALL_ROUNDER,,,Australia
276,62d34d5c,JM Fields,female,BATTER,,,Australia
277,9af58032,JM Kerr,female,ALL_ROUNDER,,,New Zealand
278,7239a365,JM Watkin,female,ALL_ROUNDER,,,New Zealand
279,0a10b268,JM Willathgamuwa,female,ALL_ROUNDER,,,United States of America
280,e6f05a84,Juairiya Ferdous,female,BATTER,,,Bangladesh
281,d553f5b1,JW Ogle-Thomas,female,BATTER,,,West Indies
282,f3f445dd,K Blair,female,BOWLER,,,South Africa
283,5f311f1a,K Chigora,female,ALL_ROUNDER,,,Zimbabwe
284,f7e96532,K Frank,female,BATTER,,,Papua New Guinea
285,a0a65375,K Fraser,female,ALL_ROUNDER,,,Scotland
286,4d622fee,K Goud,female,ALL_ROUNDER,,,India
287,2fa916b3,K Kavindi,female,ALL_ROUNDER,,,Sri Lanka
288,130336c6,K Meso,female,BATTER,,,South Africa
289,8d25271a,K Ndlovu,female,ALL_ROUNDER,,,Zimbabwe
290,df70c3f2,K Oala,female,ALL_ROUNDER,,,Papua New Guinea
291,321c980e,K Ramharack,female,ALL_ROUNDER,,,West Indies
292,9e5f4ad7,K Reyneke,female,ALL_ROUNDER,,,South Africa
293,6900060d,K Schultz,female,ALL_ROUNDER,,,West Indies
294,53e325ed,K Thomson,female,ALL_ROUNDER,,,South Africa
295,32dfa628,KA Blackwell,female,BATTER,,,Australia
296,4291f081,KA Knight,female,ALL_ROUNDER,,,New Zealand
297,4ac6664d,KADA Kanchana,female,ALL_ROUNDER,,,Sri Lanka
298,9714e764,Kainat Imtiaz,female,ALL_ROUNDER,,,Pakistan
299,80c1982e,Kaynat Hafeez,female,BATTER,,,Pakistan
300,e381ae69,KC Thompson,female,ALL_ROUNDER,,,United Arab Emirates
301,a0fdf513,KDU Prabodhani,female,ALL_ROUNDER,,,Sri Lanka
302,f13d3eba,KE Bryce,female,ALL_ROUNDER,,,Scotland
303,7c0055c1,KE Ebrahim,female,ALL_ROUNDER,,,New Zealand
304,7a0650ea,KE Pike,female,BOWLER,,,Australia
305,bb14ada4,Kelly Ndiraya,female,BATTER,,,Zimbabwe
306,6a434bd3,KH Brunt,female,ALL_ROUNDER,,,England
307,bec997fc,Khadija Tul Kubra,female,ALL_ROUNDER,,,Bangladesh
308,0b69a844,KJ Garth,female,ALL_ROUNDER,,,Australia
309,cf75a839,KJ Martin,female,BATTER,,,New Zealand
310,771b44ed,KJ McCartney,female,ALL_ROUNDER,,,Ireland
311,1ade138e,KL Cross,female,ALL_ROUNDER,,,England
312,e69dbbef,KL George,female,ALL_ROUNDER,,,England
313,9306c803,KL Rolton,female,BATTER,,,Australia
314,fa8f9dc3,KM Beams,female,ALL_ROUNDER,,,Australia
315,bc773c4a,KS Gautam,female,ALL_ROUNDER,,,India
316,78ad3258,KT Perkins,female,BATTER,,,New Zealand
317,b955802a,KV Jain,female,BATTER,,,India
318,552f664a,Kycia A Knight,female,BATTER,,,West Indies
319,d85a1960,Kyshona A Knight,female,ALL_ROUNDER,,,West Indies
320,275dff85,L Cheatle,female,ALL_ROUNDER,,,Australia
321,b4f73b44,L Delany,female,ALL_ROUNDER,,,Ireland
322,7ddc223e,L Egging,female,ALL_ROUNDER,,,Netherlands
323,31adb911,L Filer,female,ALL_ROUNDER,,,England
324,0bb32e98,L Goodall,female,BATTER,,,South Africa
325,e565ceb7,L Jack,female,BATTER,,,Scotland
326,c7fcc20b,L Jones,female,BOWLER,,,South Africa
327,aea89d48,L Keny,female,BATTER,,,United Arab Emirates
328,7b01ce83,L Lee,female,ALL_ROUNDER,,,South Africa
329,c0e88e7d,L Leemhuis,female,ALL_ROUNDER,,,Netherlands
330,4f86926b,L Little,female,ALL_ROUNDER,,,Ireland
331,37f9eb59,L Mabhero,female,ALL_ROUNDER,,,Zimbabwe
332,ac8bca8d,L Maritz,female,ALL_ROUNDER,,,Ireland
333,07248d8e,L Paul,female,ALL_ROUNDER,,,Ireland
334,cca8bdca,L Phiri,female,ALL_ROUNDER,,,Zimbabwe
335,0d0d3eeb,L Rajadurai,female,BATTER,,,Papua New Guinea
336,f0a0ed1d,L Shetty,female,ALL_ROUNDER,,,United States of America
337,f281dd00,L Tshuma,female,ALL_ROUNDER,,,Zimbabwe
338,5230a33d,L Winfield,female,BATTER,,,England
339,e60f81c9,L Wolvaardt,female,BATTER,,,South Africa
340,9706e64b,LA Marsh,female,ALL_ROUNDER,,,England
341,9bd0d19d,LA McBride,female,ALL_ROUNDER,,,Ireland
342,5bf87532,Lata Mondal,female,ALL_ROUNDER,,,Bangladesh
343,4dde73be,LC Boylan,female,ALL_ROUNDER,,,Ireland
344,6bb7a785,LC Sthalekar,female,ALL_ROUNDER,,,Australia
345,340202b0,LCN Smith,female,ALL_ROUNDER,,,England
346,6e226c31,LDVV Silva,female,BATTER,,,Sri Lanka
347,8b552293,LE Kaushalya,female,ALL_ROUNDER,,,Sri Lanka
348,b41bd968,LE Milliken,female,ALL_ROUNDER,,,New Zealand
349,4f4f283c,LJ Poulton,female,ALL_ROUNDER,,,Australia
350,38b4583c,LK Bell,female,ALL_ROUNDER,,,England
351,884375bf,LK Ebsary,female,BATTER,,,Australia
352,c347ffe6,LK Hamilton,female,BOWLER,,,Australia
353,69a9bb78,LK O'Reilly,female,ALL_ROUNDER,,,Ireland
354,16a9a499,LM Hoitink,female,BATTER,,,Netherlands
355,9b73d523,LM Kasperek,female,ALL_ROUNDER,,,New Zealand
356,60471339,LMM Tahuhu,female,ALL_ROUNDER,,,New Zealand
357,77c88f05,LN McCarthy,female,ALL_ROUNDER,,,Ireland
358,4ab6d138,LR Doolan,female,ALL_ROUNDER,,,New Zealand
359,19147fe0,LR Down,female,BATTER,,,New Zealand
360,923b0e02,LS Greenway,female,BATTER,,,England
361,16443d2f,M Daniels,female,ALL_ROUNDER,,,South Africa
362,5bb7ec70,M De Ridder,female,BATTER,,,South Africa
363,e219f17a,M du Preez,female,ALL_ROUNDER,,,South Africa
364,48b74dc2,M Faisal,female,BATTER,,,Scotland
365,df9cdebf,M Gaur,female,BOWLER,,,England
366,47fb8d80,M Joshi,female,ALL_ROUNDER,,,India
367,63e3b6b3,M Kapp,female,ALL_ROUNDER,,,South Africa
368,ce85fcaf,M Klaas,female,ALL_ROUNDER,,,South Africa
369,d45c0528,M Kornet,female,ALL_ROUNDER,,,Netherlands
370,ecbcfef6,M Madara,female,ALL_ROUNDER,,,Sri Lanka
371,b9fec7a5,M Mangru,female,ALL_ROUNDER,,,West Indies
372,8d1ade08,M Mani,female,ALL_ROUNDER,,,India
373,bb411d1e,M Mavunga,female,ALL_ROUNDER,,,Zimbabwe
374,d5fa2ab3,M McColl,female,ALL_ROUNDER,,,Scotland
375,6657b319,M Mupachikwa,female,BATTER,,,Zimbabwe
376,94b52754,M Musonda,female,BATTER,,,Zimbabwe
377,d661bc57,M Nanayakkara,female,ALL_ROUNDER,,,Sri Lanka
378,2e2233df,M Patwardhan,female,BATTER,,,United States of America
379,ec2269dc,M Raj,female,BATTER,,,India
380,e04fb55d,M Shehani,female,ALL_ROUNDER,,,Sri Lanka
381,996ed07c,M Smit,female,ALL_ROUNDER,,,South Africa
382,5ce56983,M Terblanche,female,ALL_ROUNDER,,,South Africa
383,cebc1351,M Tom,female,ALL_ROUNDER,,,Papua New Guinea
384,318a4039,MAA Sanjeewani,female,BATTER,,,Sri Lanka
385,c6002ece,Maahi Madhavan,female,ALL_ROUNDER,,,United States of America
386,3f440bd6,MADD Surangika,female,BATTER,,,Sri Lanka
387,3021a755,Maham Tariq,female,ALL_ROUNDER,,,Pakistan
388,e429f443,Marina Iqbal,female,ALL_ROUNDER,,,Pakistan
389,a50797a4,Marufa Akter,female,ALL_ROUNDER,,,Bangladesh
390,d1f0f514,MC Patel,female,ALL_ROUNDER,,,India
391,c2c7e58a,MD Botha,female,ALL_ROUNDER,,,United Arab Emirates
392,dfc89c58,MDN Hansika,female,BATTER,,,Sri Lanka
393,fefe8d52,MDT Kamini,female,ALL_ROUNDER,,,India
394,c2554b59,ME Bouchier,female,BATTER,,,England
395,600c9d3f,MEC de Fouw,female,ALL_ROUNDER,,,Netherlands
396,f176e421,Meghna Singh,female,ALL_ROUNDER,,,India
397,ff05f9f8,Melanie Ani,female,BATTER,,,Papua New Guinea
398,e1556297,MEMO Scott-Hayward,female,ALL_ROUNDER,,,Ireland
399,d0835ec4,MF Fahey,female,BATTER,,,New Zealand
400,b36b66c3,MF Kendal,female,ALL_ROUNDER,,,Ireland
401,421a0275,MG Maceira,female,BOWLER,,,Scotland
402,1af5cef2,Miria Raio,female,BATTER,,,Papua New Guinea
403,dead3b10,MIW van den Raad,female,ALL_ROUNDER,,,Netherlands
404,02923e7a,MJ Bulow,female,BATTER,,,Australia
405,e2410b5e,MJG Nielsen,female,ALL_ROUNDER,,,New Zealand
406,cd62f670,MK Villiers,female,ALL_ROUNDER,,,England
407,865eae1f,ML Green,female,ALL_ROUNDER,,,New Zealand
408,17608a6f,ML Schutt,female,ALL_ROUNDER,,,Australia
409,983a0c34,MM Dekeling,female,BATTER,,,Netherlands
410,27e003ce,MM Lanning,female,ALL_ROUNDER,,,Australia
411,7544bf30,MM Letsoalo,female,ALL_ROUNDER,,,South Africa
412,645b2a2f,MM Penfold,female,ALL_ROUNDER,,,New Zealand
413,27a9eb25,Momina Riasat,female,BOWLER,,,Pakistan
414,4e7aa570,MR Aguilleira,female,BATTER,,,West Indies
415,9049ab63,MR Corteen-Coleman,female,ALL_ROUNDER,,,England
416,89ee5191,MR Meshram,female,ALL_ROUNDER,,,India
417,0dbec211,MS Kanchingwe,female,BATTER,,,Zimbabwe
418,9ab635dd,MS Kashyap,female,ALL_ROUNDER,,,India
419,4b3760d9,MT Herbert,female,ALL_ROUNDER,,,Ireland
420,86fdf668,Muneeba Ali,female,BATTER,,,Pakistan
421,712bbd92,Murshida Khatun,female,BATTER,,,Bangladesh
422,2e4f11e9,MV Waldron,female,BATTER,,,Ireland
423,58acb320,N Boochatham,female,ALL_ROUNDER,,,Thailand
424,61b60bb3,N Chaihan,female,BATTER,,,Thailand
425,0825e4b3,N Chaiwai,female,ALL_ROUNDER,,,Thailand
426,b5626ff7,N Chantam,female,BATTER,,,Thailand
427,c3cbf0fc,N David,female,BOWLER,,,India
428,ea544967,N de Klerk,female,ALL_ROUNDER,,,South Africa
429,9c2e3040,N Gwanzura,female,ALL_ROUNDER,,,Zimbabwe
430,82c78412,N Koncharoenkai,female,BATTER,,,Thailand
431,686362af,N Mlaba,female,ALL_ROUNDER,,,South Africa
432,b4bbe95c,N Niranjana,female,ALL_ROUNDER,,,India
433,b17a4a93,N Shangase,female,ALL_ROUNDER,,,South Africa
434,583ce32c,N Shree Charani,female,ALL_ROUNDER,,,India
435,edf62a25,N Sibanda,female,ALL_ROUNDER,,,Zimbabwe
436,20ace887,N Vare,female,BATTER,,,Papua New Guinea
437,30743b6e,NA Moodley,female,BATTER,,,South Africa
438,66078174,Nahida Akter,female,ALL_ROUNDER,,,Bangladesh
439,3e7c0b1e,Nahida Khan,female,ALL_ROUNDER,,,Pakistan
440,5486d41f,Nain Abidi,female,BATTER,,,Pakistan
441,faef39c1,Najiha Alvi,female,BATTER,,,Pakistan
442,12a2157e,Nanthita Boonsukham,female,ALL_ROUNDER,,,Thailand
443,c981d3c2,Nashra Sandhu,female,ALL_ROUNDER,,,Pakistan
444,fa8a3eb0,Natalia Pervaiz,female,ALL_ROUNDER,,,Pakistan
445,7260e1e9,NC Dodd,female,BATTER,,,New Zealand
446,dd883071,NE Bolton,female,ALL_ROUNDER,,,Australia
447,15f609ed,NE Farrant,female,ALL_ROUNDER,,,England
448,d945db3e,NH Patel,female,ALL_ROUNDER,,,New Zealand
449,ed840f44,Nida Dar,female,ALL_ROUNDER,,,Pakistan
450,3827f6a2,Nigar Sultana,female,BATTER,,,Bangladesh
451,71a3b8a6,Nishita Akter Nishi,female,ALL_ROUNDER,,,Bangladesh
452,a6aac76b,NJ Browne,female,ALL_ROUNDER,,,New Zealand
453,dff806f4,NJ Carey,female,ALL_ROUNDER,,,Australia
454,cbac178f,NJ Coffey,female,BATTER,,,Ireland
455,7e9ff716,NJ Shaw,female,BOWLER,,,England
456,6fa7dcd8,NK Crafton,female,BATTER,,,West Indies
457,420d4d31,NM Meepage,female,ALL_ROUNDER,,,Sri Lanka
458,23ef9b32,NM Sheikh,female,ALL_ROUNDER,,,Scotland
459,f0b4294e,NND de Silva,female,ALL_ROUNDER,,,Sri Lanka
460,f3a18a0c,NR Sciver,female,ALL_ROUNDER,,,England
461,6ce57e02,Nuzhat Tasnia,female,BATTER,,,Bangladesh
462,1d39dc61,NY McLean,female,BATTER,,,West Indies
463,385eac52,O Bell,female,ALL_ROUNDER,,,Scotland
464,d9fb6ede,O Chare,female,ALL_ROUNDER,,,Zimbabwe
465,519b872a,O Kamchomphu,female,ALL_ROUNDER,,,Thailand
466,0725d3d2,O Kirsten,female,ALL_ROUNDER,,,South Africa
467,d8f20ba5,O Prendergast,female,ALL_ROUNDER,,,Ireland
468,52d3b7ff,OU Ranasinghe,female,ALL_ROUNDER,,,Sri Lanka
469,da984dff,OV Anderson,female,BATTER,,,South Africa
470,4e6ef14f,P Litchfield,female,BATTER,,,Australia
471,a4f1fdd4,P Marange,female,ALL_ROUNDER,,,Zimbabwe
472,72eada4c,P Maya,female,ALL_ROUNDER,,,Thailand
473,fa9db243,P Molkenboer,female,ALL_ROUNDER,,,Netherlands
474,a246f48f,P Mujaji,female,BATTER,,,Zimbabwe
475,faaab47c,P Roy,female,ALL_ROUNDER,,,India
476,595433d2,P Siaka,female,ALL_ROUNDER,,,Papua New Guinea
477,8026ea72,P Vastrakar,female,ALL_ROUNDER,,,India
478,8e7be59c,PA Chatterji,female,ALL_ROUNDER,,,Scotland
479,005f0561,Panna Ghosh,female,ALL_ROUNDER,,,Bangladesh
480,4958ad5f,PG Raut,female,BATTER,,,India
481,588360ee,PJ Scholfield,female,BATTER,,,England
482,8d0964e5,PJ te Beest,female,ALL_ROUNDER,,,Netherlands
483,e4a71d18,PM Inglis,female,BATTER,,,New Zealand
484,1b3718d2,PM Weerakkody,female,BATTER,,,Sri Lanka
485,789fe152,PN Sproul,female,BATTER,,,Scotland
486,a186b627,Pooja Ganesh,female,BATTER,,,United States of America
487,d0bb40b8,Poonam Yadav,female,ALL_ROUNDER,,,India
488,45a13dcf,Pratika Rawal,female,ALL_ROUNDER,,,India
489,a1c4aed5,PRCS Kumarihami,female,ALL_ROUNDER,,,Sri Lanka
490,91e217c3,Priya Mishra,female,ALL_ROUNDER,,,India
491,8d887a02,PS Punia,female,BATTER,,,India
492,0be8d603,PWDM Badalge,female,ALL_ROUNDER,,,Sri Lanka
493,f786a7f6,PY Lavine,female,ALL_ROUNDER,,,West Indies
494,d6164dc0,Q Joseph,female,ALL_ROUNDER,,,West Indies
495,2ea9b32c,Qanita Jalil,female,ALL_ROUNDER,,,Pakistan
496,98d4cb14,R Boyce,female,BATTER,,,West Indies
497,050492b0,R Dhar,female,ALL_ROUNDER,,,India
498,5959370f,R Kanoh,female,BATTER,,,Thailand
499,459a7b0a,R MacDonald-Gay,female,ALL_ROUNDER,,,England
500,e13f5984,R Malhotra,female,ALL_ROUNDER,,,India
501,94b30fa5,R Ntozakhe,female,ALL_ROUNDER,,,South Africa
502,17ccd296,R Pasipanodya,female,ALL_ROUNDER,,,Zimbabwe
503,42e4b276,R Rijke,female,ALL_ROUNDER,,,Netherlands
504,c88d3ef1,R Sewwandi,female,BOWLER,,,Sri Lanka
505,8a452195,R Slater,female,ALL_ROUNDER,,,Scotland
506,def7b1bb,R Stokell,female,BATTER,,,Ireland
507,8f201b0a,RA Lawrence,female,BATTER,,,Netherlands
508,be85b12d,RA Lewis,female,ALL_ROUNDER,,,Ireland
509,d5eb8b84,RA Mair,female,ALL_ROUNDER,,,New Zealand
510,8cdf2905,RA Rolfe,female,BATTER,,,Ireland
511,aaf037b1,Rabeya Khan,female,ALL_ROUNDER,,,Bangladesh
512,a99085e6,Rabiya Shah,female,BATTER,,,Pakistan
513,d284ef29,Rachel Delaney,female,ALL_ROUNDER,,,Ireland
514,0b78b7c1,Rameen Shamim,female,ALL_ROUNDER,,,Pakistan
515,7298db76,Renuka Singh,female,ALL_ROUNDER,,,India
516,93a583c3,RH Candy,female,ALL_ROUNDER,,,New Zealand
517,e6f0408a,RH Priest,female,BATTER,,,New Zealand
518,36ba7f0b,Rinitha Rajith,female,BATTER,,,United Arab Emirates
519,ad3940a5,Ritu Moni,female,ALL_ROUNDER,,,Bangladesh
520,aed06cc1,RJ Rolls,female,BATTER,,,New Zealand
521,57a45277,RK Parwin,female,BOWLER,,,India
522,e149d0ae,RL Grundy,female,ALL_ROUNDER,,,England
523,d7c6b0fb,RL Haynes,female,ALL_ROUNDER,,,Australia
524,4ed7d23f,RM Farrell,female,ALL_ROUNDER,,,Australia
525,721e0199,RM Ghosh,female,BATTER,,,India
526,3ffeb064,RM van Oosterom,female,BATTER,,,Netherlands
527,5215d4c3,RMAU Grimmond,female,BATTER,,,West Indies
528,9e866b59,RMVD Gunaratne,female,BATTER,,,Sri Lanka
529,0ab3c788,RP Singh,female,ALL_ROUNDER,,,United States of America
530,6c3aef71,RP Yadav,female,ALL_ROUNDER,,,India
