player_id,player_external_id,player_name,gender,team_name,matches,batting_innings,runs,balls_faced,highest_score,not_outs,fours,sixes,fifties,centuries,batting_average,strike_rate,bowling_innings,balls_bowled,wickets,runs_conceded,economy,bowling_average,best_bowling_wickets,five_wicket_hauls
735,b69e69ed,AA Noffke,male,Australia,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,54,1,46,5.11,46.0,1,0
736,7081491e,AA Obanda,male,Kenya,14,14,487,675,89,1,56,8,3,0,37.46,72.15,0,0,0,0,0.0,0.0,0,0
737,96f5b685,AA Paradkar,male,United States of America,6,5,51,80,24,1,3,1,0,0,12.75,63.75,6,222,9,242,6.54,26.89,4,0
738,ef7a904e,AA Shafique,male,Oman,1,1,13,33,13,0,2,0,0,0,13.0,39.39,0,0,0,0,0.0,0.0,0,0
739,e6ec6b42,Aaditya Varadarajan,male,Canada,3,3,36,62,25,0,1,0,0,0,12.0,58.06,0,0,0,0,0.0,0.0,0,0
740,279c51f0,Aakash Chand,male,Nepal,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2,78,2,82,6.31,41.0,1,0
741,a8e54ef4,Aamer Jamal,male,Pakistan,3,2,5,9,5,2,1,0,0,0,0.0,55.56,3,96,3,85,5.31,28.33,2,0
742,907d6e58,Aamer Yamin,male,Pakistan,4,3,95,96,62,2,8,5,1,0,95.0,98.96,4,156,2,154,5.92,77.0,1,0
743,7ecb9a14,Aamir Kaleem,male,Oman,15,13,160,265,32,0,21,3,0,0,12.31,60.38,15,679,18,410,3.62,22.78,4,0
744,70d57519,AAP Atkinson,male,England,13,9,127,92,38,3,19,3,0,0,21.17,138.04,13,562,16,601,6.42,37.56,3,0
745,cd4d7695,Aarif Sheikh,male,Nepal,67,63,1518,2281,84,9,106,16,9,0,28.11,66.55,36,947,9,737,4.67,81.89,1,0
746,17aa4f1d,Aaron Jones,male,United States of America,51,51,1620,2246,123,3,114,32,11,1,33.75,72.13,10,197,0,189,5.76,0.0,0,0
747,dcbea954,Aasif Sheikh,male,Nepal,71,71,1962,2633,110,5,223,22,14,1,29.73,74.52,0,0,0,0,0.0,0.0,0,0
748,d2d15439,Aayan Afzal Khan,male,United Arab Emirates,40,36,601,828,94,9,55,13,3,0,22.26,72.58,40,2067,51,1420,4.12,27.84,4,0
749,fa463154,AB Agarkar,male,India,65,37,352,533,53,0,26,6,1,0,9.51,66.04,65,3263,100,2719,5.0,27.19,6,2
750,d3a3e82d,AB Barath,male,West Indies,14,14,394,611,113,1,43,3,1,1,30.31,64.48,0,0,0,0,0.0,0.0,0,0
751,c4487b84,AB de Villiers,male,South Africa,213,213,9435,9289,176,38,825,200,52,25,53.91,101.57,9,192,7,202,6.31,28.86,2,0
752,66b30f71,AB Dinda,male,India,13,5,21,36,16,0,1,0,0,0,4.2,58.33,13,594,12,612,6.18,51.0,2,0
753,3f4b9ae5,Abdul Jabbar,male,Canada,2,2,59,81,44,0,9,1,0,0,29.5,72.84,0,0,0,0,0.0,0.0,0,0
754,390ff45b,Abdul Razzaq,male,Pakistan,115,100,2327,2590,109,30,174,67,9,2,33.24,89.85,112,4373,96,3599,4.94,37.49,4,0
755,8e554b6b,Abdul Samad,male,Pakistan,6,6,66,94,34,2,6,1,0,0,16.5,70.21,0,0,0,0,0.0,0.0,0,0
756,7b9b9aef,Abdul Shakoor,male,United Arab Emirates,2,2,34,65,24,0,2,1,0,0,17.0,52.31,0,0,0,0,0.0,0.0,0,0
757,fc2fffb5,Abdullah Shafique,male,Pakistan,26,26,679,869,113,2,62,17,5,1,28.29,78.14,0,0,0,0,0.0,0.0,0,0
758,43b375d4,Abdur Rauf,male,Pakistan,4,0,0,0,0,0,0,0,0,0,0.0,0.0,4,214,8,212,5.94,26.5,3,0
759,888e32bf,Abdur Razzak,male,Bangladesh,121,79,644,850,53,27,47,17,1,0,12.38,75.76,121,6250,163,4815,4.62,29.54,5,4
760,d094e7d1,Abdur Rehman,male,Pakistan,30,22,132,220,31,6,10,1,0,0,8.25,60.0,29,1564,29,1090,4.18,37.59,4,0
761,5d836a72,Abid Ali,male,Pakistan,6,6,234,250,112,0,29,0,1,1,39.0,93.6,0,0,0,0,0.0,0.0,0,0
762,abb7c76c,Abrar Ahmed,male,Pakistan,19,5,28,29,23,3,5,0,0,0,14.0,96.55,19,1044,35,753,4.33,21.51,4,0
763,31803fac,Abu Hider,male,Bangladesh,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,54,1,39,4.33,39.0,1,0
764,1bb0993e,Abu Jayed,male,Bangladesh,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2,108,5,114,6.33,22.8,5,1
765,5c756df3,Abul Hasan,male,Bangladesh,7,3,11,16,7,0,1,0,0,0,3.67,68.75,7,216,0,244,6.78,0.0,0,0
766,a2421394,AC Agar,male,Australia,22,18,322,387,48,5,28,4,0,0,24.77,83.2,22,1098,21,958,5.23,45.62,2,0
767,d8e79af0,AC Botha,male,Ireland,17,17,265,400,52,4,28,2,1,0,20.38,66.25,13,594,14,415,4.19,29.64,3,0
768,ad75edc3,AC Cummins,male,Canada,4,3,21,22,9,2,2,0,0,0,21.0,95.45,4,180,4,176,5.87,44.0,2,0
769,62decd8e,AC Dawson,male,South Africa,6,1,23,31,23,1,4,0,0,0,0.0,74.19,6,240,1,207,5.17,207.0,1,0
770,e9a870ed,AC Evans,male,Scotland,26,11,66,90,22,5,6,1,0,0,11.0,73.33,26,1262,36,1148,5.46,31.89,5,1
771,2b6e6dec,AC Gilchrist,male,Australia,118,118,4355,4090,172,6,556,75,27,7,38.88,106.48,0,0,0,0,0.0,0.0,0,0
772,864c199e,AC Voges,male,Australia,29,27,798,931,112,9,57,7,3,1,44.33,85.71,13,241,5,235,5.85,47.0,1,0
773,92aeac25,AD Hales,male,England,65,65,2330,2429,171,3,270,45,13,6,37.58,95.92,0,0,0,0,0.0,0.0,0,0
774,3edb58fc,AD Mascarenhas,male,England,20,13,245,253,52,2,12,13,1,0,22.27,96.84,20,822,13,634,4.63,48.77,3,0
775,896d78ad,AD Mathews,male,Sri Lanka,210,184,5646,6725,139,46,454,85,39,3,40.91,83.96,158,5126,120,3971,4.65,33.09,6,1
776,f10e94c4,AD Nath,male,United Arab Emirates,6,6,115,146,36,1,9,2,0,0,23.0,78.77,4,90,2,113,7.53,56.5,2,0
777,b98cdbf0,AD Poynter,male,Ireland,6,6,65,125,21,0,3,2,0,0,10.83,52.0,0,0,0,0,0.0,0.0,0,0
778,bbd41817,AD Russell,male,West Indies,55,47,1034,792,92,9,94,57,4,0,27.21,130.56,54,2254,70,2200,5.86,31.43,4,0
779,fd7d703c,Adeeb Usmani,male,United Arab Emirates,6,6,279,323,116,0,23,9,2,1,46.5,86.38,0,0,0,0,0.0,0.0,0,0
780,79004151,Adeel Raja,male,Netherlands,7,5,13,76,8,2,1,0,0,0,4.33,17.11,7,280,6,285,6.11,47.5,4,0
781,94759472,Adhitya Shetty,male,United Arab Emirates,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,60,1,56,5.6,56.0,1,0
782,9d65b06f,ADJ Pitcher,male,Bermuda,1,1,8,12,8,0,0,1,0,0,8.0,66.67,1,37,0,38,6.16,0.0,0,0
783,05da443b,Adnan Akmal,male,Pakistan,4,4,62,88,27,1,3,0,0,0,20.67,70.45,0,0,0,0,0.0,0.0,0,0
784,811425b1,Adnan Mufti,male,United Arab Emirates,15,15,328,397,57,4,27,1,1,0,29.82,82.62,0,0,0,0,0.0,0.0,0,0
785,134ba8ae,ADR Campbell,male,Zimbabwe,1,1,7,24,7,0,0,0,0,0,7.0,29.17,0,0,0,0,0.0,0.0,0,0
786,1bae756b,ADS Fletcher,male,West Indies,23,23,305,486,54,0,36,6,2,0,13.26,62.76,3,28,0,26,5.57,0.0,0,0
787,03d3dd8e,AF Buurman,male,Netherlands,2,2,26,30,26,0,4,0,0,0,13.0,86.67,0,0,0,0,0.0,0.0,0,0
788,a4af4849,AF Giles,male,England,37,19,288,378,41,6,21,4,0,0,22.15,76.19,33,1698,34,1150,4.06,33.82,3,0
789,350bb1b1,AF Milne,male,New Zealand,47,22,180,205,36,8,11,4,0,0,12.86,87.8,47,2182,56,1989,5.47,35.52,4,0
790,ca4db40e,AF Sattaur,male,Canada,3,3,20,60,13,0,0,1,0,0,6.67,33.33,0,0,0,0,0.0,0.0,0,0
791,37138918,Afif Hossain,male,Bangladesh,27,27,594,679,85,4,54,9,2,0,25.83,87.48,10,111,3,116,6.27,38.67,1,0
792,53bc7b84,Aftab Ahmed,male,Bangladesh,55,55,1061,1396,81,4,116,22,5,0,20.8,76.0,18,402,4,374,5.58,93.5,2,0
793,4e5cf2d6,Afzaal Haider,male,Hong Kong,2,1,0,10,0,0,0,0,0,0,0.0,0.0,2,78,2,123,9.46,61.5,1,0
794,9f0270e0,AG Cremer,male,Zimbabwe,67,49,507,881,37,10,33,1,0,0,13.0,57.55,67,3196,69,2582,4.85,37.42,5,1
795,035cb925,AG Prince,male,South Africa,33,33,761,1113,78,8,50,4,2,0,30.44,68.37,1,12,0,3,1.5,0.0,0,0
796,637b6fbd,AG Puttick,male,South Africa,1,1,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
797,2e0fcc58,AG Wharf,male,England,12,5,19,28,9,3,0,1,0,0,9.5,67.86,12,536,17,398,4.46,23.41,4,0
798,89c16049,Agha Salman,male,Pakistan,46,42,1507,1561,134,7,132,28,9,3,43.06,96.54,37,1090,19,1062,5.85,55.89,4,0
799,ee5aa838,AGR Loudon,male,England,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,36,0,36,6.0,0.0,0,0
800,d1305df0,AGS Gous,male,United States of America,13,13,404,469,83,1,42,11,4,0,33.67,86.14,0,0,0,0,0.0,0.0,0,0
801,79b4839e,Ahmed Raza,male,United Arab Emirates,47,36,391,630,50,6,28,8,1,0,13.03,62.06,47,2494,57,1721,4.14,30.19,5,1
802,f8fd6e3f,Ahmed Shehzad,male,Pakistan,80,80,2555,3535,124,1,262,18,13,6,32.34,72.28,9,115,2,140,7.3,70.0,1,0
803,96503059,Ahsan Malik,male,Netherlands,6,2,4,12,3,2,0,0,0,0,0.0,33.33,5,201,8,189,5.64,23.62,3,0
804,6d60ece6,Aijaz Ali,male,United States of America,2,2,5,10,4,0,1,0,0,0,2.5,50.0,0,0,0,0,0.0,0.0,0,0
805,5441db8c,Aizaz Cheema,male,Pakistan,14,6,26,45,9,3,2,0,0,0,8.67,57.78,14,658,23,593,5.41,25.78,4,0
806,f6c2659d,Aizaz Khan,male,Hong Kong,13,10,143,211,44,1,12,5,0,0,15.89,67.77,13,494,13,474,5.76,36.46,2,0
807,3cf83487,AJ Bichel,male,Australia,27,14,258,285,64,6,17,8,1,0,32.25,90.53,26,1242,31,918,4.43,29.61,7,1
808,4347a4ae,AJ Burger,male,Namibia,6,6,199,195,85,0,25,3,1,0,33.17,102.05,5,96,3,104,6.5,34.67,1,0
809,b8d490fd,AJ Finch,male,Australia,139,139,5188,5974,153,3,513,118,29,16,38.15,86.84,21,284,4,259,5.47,64.75,1,0
810,6b0c3a20,AJ Hall,male,South Africa,54,28,387,447,56,8,30,6,2,0,19.35,86.58,52,2548,76,1952,4.6,25.68,5,1
811,4d7f517e,AJ Hosein,male,West Indies,40,30,309,393,60,9,18,12,1,0,14.71,78.63,40,2210,63,1769,4.8,28.08,4,0
812,a7c7802a,AJ Ireland,male,Zimbabwe,13,7,12,64,6,1,1,0,0,0,2.0,18.75,13,635,15,591,5.58,39.4,3,0
813,de3acffe,AJ McKay,male,New Zealand,19,9,12,47,4,6,0,0,0,0,4.0,25.53,19,926,27,800,5.18,29.63,4,0
814,48f177f5,AJ Redmond,male,New Zealand,6,6,152,259,52,0,19,0,1,0,25.33,58.69,0,0,0,0,0.0,0.0,0,0
815,a8ce3491,AJ Stewart,male,England,12,12,398,539,83,1,32,1,4,0,36.18,73.84,0,0,0,0,0.0,0.0,0,0
816,b68d14a9,AJ Strauss,male,England,112,112,3729,4568,158,6,400,25,24,5,35.18,81.63,1,6,0,3,3.0,0.0,0,0
817,ff1e12a0,AJ Turner,male,Australia,8,7,192,160,84,1,10,10,1,0,32.0,120.0,2,84,2,60,4.29,30.0,1,0
818,7c7d63a2,AJ Tye,male,Australia,7,7,57,48,19,3,5,2,0,0,14.25,118.75,7,387,12,392,6.08,32.67,5,1
819,c80b4969,Ajay Kumar,male,United Arab Emirates,4,2,3,9,2,1,0,0,0,0,3.0,33.33,4,221,11,169,4.59,15.36,6,1
820,6a26221c,AK Markram,male,South Africa,76,76,2539,2591,175,7,263,57,12,4,36.8,97.99,39,1142,18,1120,5.88,62.22,2,0
821,c8ad0749,AK Perera,male,Sri Lanka,5,4,52,83,31,0,3,0,0,0,13.0,62.65,3,36,0,33,5.5,0.0,0,0
822,5b1d6583,AK Sah,male,Nepal,14,14,322,369,112,2,34,12,3,1,26.83,87.26,0,0,0,0,0.0,0.0,0,0
823,77bf0483,Akeem Jordan,male,West Indies,2,1,3,6,3,1,0,0,0,0,0.0,50.0,2,66,1,56,5.09,56.0,1,0
824,2feb5b8d,Akhil Kumar,male,Canada,9,7,123,126,48,2,10,4,0,0,24.6,97.62,9,348,9,296,5.1,32.89,3,0
825,99d7d5b7,Akif Javed,male,Pakistan,3,3,10,14,8,1,2,0,0,0,5.0,71.43,3,168,7,165,5.89,23.57,4,0
826,9d0344f3,Akif Raja,male,United Arab Emirates,5,0,0,0,0,0,0,0,0,0,0.0,0.0,5,228,3,160,4.21,53.33,1,0
827,fbc5b9e2,Akram Khan,male,Bangladesh,2,2,57,97,44,0,3,0,0,0,28.5,58.76,0,0,0,0,0.0,0.0,0,0
828,1edf29b9,Akshay Homraj,male,United States of America,8,8,159,223,44,0,9,4,0,0,19.88,71.3,0,0,0,0,0.0,0.0,0,0
829,10840285,AL Kandappah,male,Canada,2,2,97,156,69,1,4,3,1,0,97.0,62.18,1,1,0,4,24.0,0.0,0,0
830,ab6b1c45,AL Phehlukwayo,male,South Africa,79,52,827,967,69,15,74,32,2,0,22.35,85.52,75,3049,92,2950,5.81,32.07,4,0
831,fdd414ab,Al Sahariar,male,Bangladesh,6,6,44,95,14,0,5,1,0,0,7.33,46.32,0,0,0,0,0.0,0.0,0,0
832,3f5f39cd,Al-Amin Hossain,male,Bangladesh,15,6,4,20,2,4,0,0,0,0,2.0,20.0,15,663,22,608,5.5,27.64,4,0
833,c968b533,Alawi Shukri,male,United Arab Emirates,1,1,1,3,1,0,0,0,0,0,1.0,33.33,0,0,0,0,0.0,0.0,0,0
834,b0eaaac6,Ali Khan,male,United States of America,15,9,20,35,6,2,1,0,0,0,2.86,57.14,15,681,33,542,4.78,16.42,7,2
835,692c7070,Ali Khan,male,Canada,1,1,5,11,5,1,1,0,0,0,0.0,45.45,1,48,0,44,5.5,0.0,0,0
836,02802468,Ali Nadeem,male,Canada,6,6,134,204,51,0,13,3,1,0,22.33,65.69,0,0,0,0,0.0,0.0,0,0
837,f5715b48,Ali Naseer,male,United Arab Emirates,17,17,396,390,61,2,34,18,3,0,26.4,101.54,17,686,20,644,5.63,32.2,4,0
838,54279e23,Alok Kapali,male,Bangladesh,39,37,613,878,115,1,51,8,1,1,17.03,69.82,25,734,16,640,5.23,40.0,3,0
839,47c5aae7,AM Bacher,male,South Africa,5,5,102,175,56,0,12,0,1,0,20.4,58.29,3,108,3,64,3.56,21.33,2,0
840,80ec5dfd,AM Blignaut,male,Zimbabwe,30,20,284,253,58,1,33,5,3,0,14.95,112.25,30,1331,29,1166,5.26,40.21,4,0
841,f987245c,AM Ellis,male,New Zealand,15,12,154,184,33,1,10,2,0,0,14.0,83.7,13,480,12,425,5.31,35.42,2,0
842,de3d549a,AM Fernando,male,Sri Lanka,28,10,7,32,3,6,0,0,0,0,1.75,21.88,27,1112,34,1118,6.03,32.88,4,0
843,26534b48,AM Guruge,male,United Arab Emirates,4,2,14,26,10,2,1,0,0,0,0.0,53.85,4,171,7,136,4.77,19.43,4,0
844,d405c0d5,AM Hardie,male,Australia,14,12,180,224,44,0,16,2,0,0,15.0,80.36,13,426,10,392,5.52,39.2,2,0
845,7f148ce7,AM McCarthy,male,West Indies,2,2,15,41,12,0,1,0,0,0,7.5,36.59,1,12,0,10,5.0,0.0,0,0
846,a45a5e8d,AM Nayar,male,India,1,1,0,7,0,1,0,0,0,0,0.0,0.0,1,18,0,17,5.67,0.0,0,0
847,7f8ecc51,AM Phangiso,male,South Africa,21,12,81,162,20,2,5,0,0,0,8.1,50.0,21,1085,26,829,4.58,31.88,3,0
848,29e95537,AM Rahane,male,India,86,86,2906,3693,111,3,289,33,23,3,35.01,78.69,0,0,0,0,0.0,0.0,0,0
849,513158ed,AM Samad,male,Canada,10,10,226,362,44,1,23,1,0,0,25.11,62.43,4,64,2,90,8.44,45.0,1,0
850,86f84b37,AM Tribe,male,Jersey,4,4,233,309,115,1,16,6,1,1,77.67,75.4,2,12,0,19,9.5,0.0,0,0
851,5147ad5b,Aman Ali,male,United Arab Emirates,1,1,0,2,0,0,0,0,0,0,0.0,0.0,1,12,0,22,11.0,0.0,0,0
852,5faa30f7,Amir Hayat,male,United Arab Emirates,9,5,31,73,24,2,1,1,0,0,10.33,42.47,9,449,11,382,5.1,34.73,3,0
853,e4271302,Amjad Ali,male,United Arab Emirates,10,10,249,374,77,0,33,0,1,0,24.9,66.58,0,0,0,0,0.0,0.0,0,0
854,18eaf2fa,Amjad Javed,male,United Arab Emirates,13,12,238,258,56,1,27,9,1,0,21.64,92.25,13,510,7,507,5.96,72.43,3,0
855,af98bf5b,Ammar Khalid,male,Canada,4,0,0,0,0,0,0,0,0,0,0.0,0.0,4,198,5,146,4.42,29.2,2,0
856,f41598c1,AN Cook,male,England,91,91,3204,4134,137,4,363,10,19,5,36.83,77.5,0,0,0,0,0.0,0.0,0,0
857,dc36a6a5,AN Kervezee,male,Netherlands,9,9,110,201,18,0,13,0,0,0,12.22,54.73,0,0,0,0,0.0,0.0,0,0
858,e01aafc1,AN Petersen,male,South Africa,19,18,498,599,80,1,53,3,4,0,29.29,83.14,1,6,0,7,7.0,0.0,0,0
859,72b245dd,Anamul Haque,male,Bangladesh,44,44,1322,1732,120,0,132,27,5,3,30.05,76.33,0,0,0,0,0.0,0.0,0,0
860,aa8aaa45,Ankur Sharma,male,Hong Kong,1,1,16,31,16,0,1,0,0,0,16.0,51.61,0,0,0,0,0.0,0.0,0,0
861,3cae1e0b,Anop Santosh,male,Canada,1,1,2,9,2,0,0,0,0,0,2.0,22.22,0,0,0,0,0.0,0.0,0,0
862,9e76cdb3,Ansh Patel,male,Canada,5,3,54,57,41,1,5,0,0,0,27.0,94.74,5,228,4,249,6.55,62.25,2,0
863,599ce28e,Ansh Tandon,male,United Arab Emirates,1,1,10,18,10,0,1,0,0,0,10.0,55.56,0,0,0,0,0.0,0.0,0,0
864,552b228c,Anshuman Rath,male,Hong Kong,12,12,393,523,85,1,36,3,3,0,35.73,75.14,5,258,12,107,2.49,8.92,3,0
865,eb2d5fe7,Anwar Ali,male,Pakistan,21,15,300,331,43,5,27,7,0,0,30.0,90.63,21,903,18,921,6.12,51.17,3,0
866,b15eaf77,AO Suji,male,Kenya,11,6,42,89,15,1,4,0,0,0,8.4,47.19,9,229,5,246,6.45,49.2,2,0
867,ed90abe4,AP Devcich,male,New Zealand,12,11,195,253,58,0,25,0,1,0,17.73,77.08,11,324,4,291,5.39,72.75,2,0
868,b3b39bed,Aqib Ilyas,male,Oman,31,29,1191,1620,109,2,113,12,9,2,44.11,73.52,27,895,23,710,4.76,30.87,4,0
869,525c3f54,AR Adams,male,New Zealand,17,12,165,147,36,1,11,10,0,0,15.0,112.24,17,807,25,724,5.38,28.96,5,1
870,f994f4ca,AR Berenger,male,United Arab Emirates,6,6,53,109,22,0,7,0,0,0,8.83,48.62,0,0,0,0,0.0,0.0,0,0
871,80fe6790,AR Bisht,male,Oman,5,5,83,109,35,1,8,2,0,0,20.75,76.15,3,78,2,79,6.08,39.5,1,0
872,25020f9d,AR Caddick,male,England,11,10,64,117,14,7,3,1,0,0,21.33,54.7,11,582,17,384,3.96,22.59,4,0
873,568e5a4a,AR Cusack,male,Ireland,29,23,264,411,47,8,23,2,0,0,17.6,64.23,27,974,32,848,5.22,26.5,4,0
874,e957b38f,AR McBrine,male,Ireland,70,47,812,1066,79,13,82,14,2,0,23.88,76.17,68,3372,69,2721,4.84,39.43,4,0
875,4a745f65,AR Nurse,male,West Indies,45,35,454,452,44,11,40,12,0,0,18.92,100.44,45,2153,44,1988,5.54,45.18,4,0
876,a7a6c1c2,AR Odedara,male,Oman,10,10,243,464,54,1,23,6,1,0,27.0,52.37,0,0,0,0,0.0,0.0,0,0
877,2e171977,AR Patel,male,India,72,52,918,992,64,13,58,32,4,0,23.54,92.54,69,3460,80,2619,4.54,32.74,4,0
878,8ffe3c97,AR Pitcher,male,Bermuda,1,1,30,51,30,0,2,1,0,0,30.0,58.82,0,0,0,0,0.0,0.0,0,0
879,f27f89e8,AR White,male,Ireland,24,23,301,486,40,0,23,0,0,0,13.09,61.93,16,325,7,248,4.58,35.43,2,0
880,f2e8b37c,Arafat Minhas,male,Pakistan,3,3,60,85,33,1,7,1,0,0,30.0,70.59,3,156,7,86,3.31,12.29,5,1
881,1f7adc8a,Arafat Sunny,male,Bangladesh,15,10,48,91,15,7,5,0,0,0,16.0,52.75,15,770,22,556,4.33,25.27,4,0
882,7a32c1c1,ARI Umeed,male,Scotland,4,4,138,139,98,1,18,3,1,0,46.0,99.28,0,0,0,0,0.0,0.0,0,0
883,ad1730bc,Ariful Haque,male,Bangladesh,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,18,0,17,5.67,0.0,0,0
884,2f7a41f8,Arjun Kumal,male,Nepal,3,3,59,111,48,0,6,0,0,0,19.67,53.15,0,0,0,0,0.0,0.0,0,0
885,8dbda772,Arshad Ali,male,United Arab Emirates,2,2,47,89,41,0,5,0,0,0,23.5,52.81,2,96,0,100,6.25,0.0,0,0
886,0a4c6dfd,Arshad Khan,male,Pakistan,7,2,14,17,12,2,1,0,0,0,0.0,82.35,7,336,7,251,4.48,35.86,3,0
887,244048f6,Arshdeep Singh,male,India,15,10,71,58,18,3,7,3,0,0,10.14,122.41,15,741,25,683,5.53,27.32,5,1
888,099135ad,Aryan Lakra,male,United Arab Emirates,16,16,387,664,84,0,35,4,4,0,24.19,58.28,12,318,6,280,5.28,46.67,3,0
889,1cfb9ef4,AS Chima,male,Canada,2,2,28,29,24,0,4,1,0,0,14.0,96.55,0,0,0,0,0.0,0.0,0,0
890,795df06c,AS Hansra,male,Canada,15,14,295,527,70,2,20,6,2,0,24.58,55.98,12,276,2,284,6.17,142.0,2,0
891,b0946605,AS Joseph,male,West Indies,80,49,478,631,49,16,37,21,0,0,14.48,75.75,80,4118,136,3729,5.43,27.42,5,1
892,2b76eb00,AS Luseno,male,Kenya,2,2,0,3,0,1,0,0,0,0,0.0,0.0,2,60,4,58,5.8,14.5,4,0
893,f476d2a5,Asad Ali,male,Pakistan,4,2,13,16,11,0,0,1,0,0,6.5,81.25,4,180,2,115,3.83,57.5,1,0
894,50250426,Asad Shafiq,male,Pakistan,56,56,1312,1943,84,4,102,5,9,0,25.23,67.52,2,12,0,18,9.0,0.0,0,0
895,9d1f42c6,Ashfaq Ahmed,male,United Arab Emirates,15,15,343,383,92,0,38,9,2,0,22.87,89.56,6,199,4,162,4.88,40.5,2,0
896,0a4736eb,Asif Ali,male,Pakistan,15,15,375,307,52,1,22,20,3,0,26.79,122.15,1,5,0,9,10.8,0.0,0,0
897,3ce127f2,Asif Iqbal (1),male,United Arab Emirates,1,1,8,8,8,0,2,0,0,0,8.0,100.0,1,24,0,32,8.0,0.0,0,0
898,074acfb4,Asif Khan,male,United Arab Emirates,37,37,1270,1565,151,4,103,42,7,3,38.48,81.15,0,0,0,0,0.0,0.0,0,0
899,69d03465,AT Carey,male,Australia,83,83,2351,2624,106,13,225,24,13,1,33.59,89.6,0,0,0,0,0.0,0.0,0,0
900,a319edf8,AT Nidamanuru,male,Netherlands,37,37,893,976,111,4,60,31,4,2,27.06,91.5,1,6,0,8,8.0,0.0,0,0
901,70d205c9,AT Rayudu,male,India,49,49,1637,2089,124,14,141,26,9,3,46.77,78.36,9,121,3,124,6.15,41.33,1,0
902,249d60c9,AU Rashid,male,England,156,82,942,1013,69,27,92,14,1,0,17.13,92.99,154,7949,234,7463,5.63,31.89,5,2
903,b858be20,AV Lalcheta,male,Oman,2,2,18,47,12,0,1,0,0,0,9.0,38.3,2,84,2,62,4.43,31.0,2,0
904,eef2536f,Avesh Khan,male,India,8,4,23,29,10,1,2,1,0,0,7.67,79.31,8,356,9,329,5.54,36.56,4,0
905,c661789d,AW Mathieson,male,New Zealand,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,24,1,40,10.0,40.0,1,0
906,4b167ede,AWJ Auguste,male,West Indies,9,9,205,267,38,0,20,6,0,0,22.78,76.78,1,18,0,12,4.0,0.0,0,0
907,74d92a39,AY Karim,male,Kenya,4,2,0,2,0,2,0,0,0,0,0.0,0.0,4,140,3,69,2.96,23.0,3,0
908,44d6a8b8,Ayan Khan,male,Oman,37,35,948,1248,105,2,87,15,4,1,28.73,75.96,33,1149,24,923,4.82,38.46,3,0
909,211de69f,Azhar Ali,male,Pakistan,52,52,1806,2409,102,3,164,14,12,3,36.86,74.97,14,258,4,260,6.05,65.0,2,0
910,9a158001,Azhar Mahmood,male,Pakistan,11,9,126,155,30,3,9,4,0,0,21.0,81.29,10,388,5,310,4.79,62.0,1,0
911,82342b13,B Bhandari,male,Nepal,16,16,331,526,59,0,32,3,2,0,20.69,62.93,0,0,0,0,0.0,0.0,0,0
912,e7e86505,B Evans,male,Zimbabwe,19,18,240,244,58,4,17,9,2,0,17.14,98.36,19,800,20,750,5.62,37.5,5,1
913,dabbd0ae,B Fernando,male,Sri Lanka,4,3,26,36,17,0,4,0,0,0,8.67,72.22,3,152,2,136,5.37,68.0,1,0
914,50758325,B Geeves,male,Australia,2,1,10,11,10,1,1,0,0,0,0.0,90.91,2,90,3,78,5.2,26.0,2,0
915,2e81a32d,B Kumar,male,India,119,53,552,746,53,14,46,8,1,0,14.15,73.99,119,5799,141,4926,5.1,34.94,5,1
916,b2a79f17,B Laughlin,male,Australia,5,1,1,9,1,1,0,0,0,0,0.0,11.11,5,224,4,219,5.87,54.75,1,0
917,dd09ff8e,B Lee,male,Australia,153,76,865,1050,59,27,51,24,2,0,17.65,82.38,151,7727,257,6139,4.77,23.89,5,7
918,dadb9703,B Mavuta,male,Zimbabwe,13,10,92,107,28,2,10,1,0,0,11.5,85.98,11,420,10,396,5.66,39.6,2,0
919,449f4e3c,B Muzarabani,male,Zimbabwe,49,33,119,220,17,13,9,3,0,0,5.95,54.09,49,2447,59,2063,5.06,34.97,5,1
920,98d05440,B Regmi,male,Nepal,2,2,12,29,12,0,2,0,0,0,6.0,41.38,2,66,2,50,4.55,25.0,2,0
921,d5130a30,B Sai Sudharsan,male,India,3,3,127,142,62,1,17,1,2,0,63.5,89.44,1,3,0,8,16.0,0.0,0,0
922,fbdc8309,B Sharki,male,Nepal,38,38,1034,1547,101,3,101,7,4,1,29.54,66.84,1,6,0,8,8.0,0.0,0,0
923,c26cd57a,B Shikongo,male,Namibia,22,14,22,60,4,10,1,0,0,0,5.5,36.67,22,828,24,824,5.97,34.33,4,0
924,80de053e,B Siddharth,male,Oman,6,6,8,19,4,2,0,0,0,0,2.0,42.11,6,263,6,182,4.15,30.33,2,0
925,6834d1f2,B Stanlake,male,Australia,8,6,4,29,2,3,0,0,0,0,1.33,13.79,8,390,7,361,5.55,51.57,3,0
