match_id,team_id,team_name,gender,runs,wickets,total_balls,fours,sixes,extras,run_rate
1544129,30,Netherlands,male,183,10,293,7,1,16,3.75
1544129,28,Namibia,male,186,4,246,14,2,11,4.54
1546000,4,Scotland,male,281,7,300,22,7,16,5.62
1546000,34,Canada,male,272,10,296,21,5,27,5.51
1546001,22,United Arab Emirates,male,231,8,240,22,5,13,5.78
1546001,4,Scotland,male,235,9,239,19,5,9,5.9
1546002,22,United Arab Emirates,male,282,6,300,26,2,18,5.64
1546002,34,Canada,male,185,9,202,18,9,19,5.5
1546003,4,Scotland,male,347,7,300,39,10,21,6.94
1546003,34,Canada,male,177,10,210,18,3,7,5.06
1549210,33,Thailand,female,237,8,300,15,0,11,4.74
1549210,37,Papua New Guinea,female,116,10,213,8,0,13,3.27
1549211,33,Thailand,female,191,10,285,12,0,8,4.02
1549211,37,Papua New Guinea,female,151,10,276,8,0,13,3.28
1549212,37,Papua New Guinea,female,122,10,282,9,0,6,2.6
1549212,33,Thailand,female,126,5,162,16,0,5,4.67
1549973,32,Netherlands,female,129,9,192,8,0,7,4.03
1549973,36,Scotland,female,130,1,98,16,0,19,7.96
208835,13,West Indies,male,152,7,300,13,0,6,3.04
208835,9,South Africa,male,124,2,160,7,2,7,4.65
209339,13,West Indies,male,138,7,120,11,3,8,6.9
209339,9,South Africa,male,141,3,115,10,2,8,7.36
209582,2,Pakistan,male,192,10,267,7,0,12,4.31
209582,13,West Indies,male,133,10,272,9,0,11,2.93
209768,2,Pakistan,male,303,6,300,23,6,8,6.06
209768,13,West Indies,male,281,10,297,23,1,18,5.68
211244,8,Bangladesh,male,190,10,272,15,3,12,4.19
211244,10,England,male,192,0,149,26,1,10,7.73
211364,1,Australia,male,249,5,300,19,1,13,4.98
211364,8,Bangladesh,male,250,5,296,26,1,22,5.07
211678,1,Australia,male,266,5,300,19,2,25,5.32
211678,10,England,male,209,9,300,20,0,17,4.18
211824,8,Bangladesh,male,139,10,212,9,2,16,3.93
211824,1,Australia,male,140,0,113,16,3,8,7.43
211860,8,Bangladesh,male,208,7,300,16,0,14,4.16
211860,10,England,male,209,5,233,16,4,7,5.38
212020,1,Australia,male,261,9,300,27,2,10,5.22
212020,10,England,male,37,1,36,6,0,1,6.17
212253,8,Bangladesh,male,250,8,300,18,2,23,5.0
212253,1,Australia,male,254,4,289,22,3,11,5.27
212452,1,Australia,male,196,10,293,18,1,22,4.01
212452,10,England,male,196,9,300,12,3,19,3.92
213288,10,England,male,228,7,300,22,2,10,4.56
213288,1,Australia,male,229,2,209,33,2,10,6.57
214742,13,West Indies,male,178,10,286,12,3,13,3.73
214742,7,India,male,180,4,216,22,1,24,5.0
214852,11,Sri Lanka,male,241,6,300,17,1,21,4.82
214852,13,West Indies,male,191,10,271,26,2,17,4.23
215134,13,West Indies,male,226,7,300,17,2,16,4.52
215134,11,Sri Lanka,male,193,10,282,20,0,20,4.11
216271,40,Africa XI,male,198,10,267,14,1,24,4.45
216271,41,Asia XI,male,196,10,289,21,1,22,4.07
216669,40,Africa XI,male,106,10,197,11,0,11,3.23
216669,41,Asia XI,male,8,2,18,1,0,2,2.67
217481,7,India,male,226,6,300,16,5,18,4.52
217481,6,Zimbabwe,male,65,10,147,8,0,9,2.65
217647,11,Sri Lanka,male,269,9,300,28,0,28,5.38
217647,8,Bangladesh,male,181,9,300,20,0,19,3.62
217648,3,New Zealand,male,238,10,295,16,3,19,4.84
217648,6,Zimbabwe,male,211,10,292,12,5,20,4.34
217979,6,Zimbabwe,male,250,10,300,25,6,19,5.0
217979,7,India,male,255,6,289,20,4,13,5.29
218250,7,India,male,276,10,297,29,2,22,5.58
218250,3,New Zealand,male,278,4,289,31,2,16,5.77
221083,1,Australia,male,328,4,300,22,6,10,6.56
221083,42,ICC World XI,male,273,10,273,26,3,10,6.0
221337,1,Australia,male,293,5,300,22,3,15,5.86
221337,42,ICC World XI,male,137,10,167,14,2,24,4.92
223018,7,India,male,350,6,300,33,9,13,7.0
223018,11,Sri Lanka,male,198,10,214,22,6,10,5.55
223334,11,Sri Lanka,male,122,10,214,13,0,10,3.42
223334,7,India,male,123,2,122,16,1,7,6.05
223335,9,South Africa,male,201,9,299,20,1,9,4.03
223335,3,New Zealand,male,182,10,287,17,2,12,3.8
223542,3,New Zealand,male,243,9,300,23,2,15,4.86
223542,9,South Africa,male,245,6,296,22,4,4,4.97
223902,11,Sri Lanka,male,261,10,299,30,0,20,5.24
223902,7,India,male,262,6,274,24,4,8,5.74
224044,9,South Africa,male,79,2,120,11,0,10,3.95
224227,3,New Zealand,male,215,10,297,21,4,14,4.34
224227,9,South Africa,male,140,5,169,22,0,11,4.97
224231,7,India,male,285,8,300,25,2,17,5.7
224231,11,Sri Lanka,male,286,5,286,29,0,19,6.0
224556,11,Sri Lanka,male,196,10,257,29,0,3,4.58
224556,7,India,male,197,3,209,25,3,11,5.66
225171,10,England,male,301,7,300,24,1,30,6.02
225171,14,Ireland,male,263,9,300,21,1,32,5.26
225245,10,England,male,202,10,296,20,0,20,4.09
225245,2,Pakistan,male,46,1,42,5,0,11,6.57
225246,10,England,male,166,10,235,14,1,13,4.24
225246,2,Pakistan,male,169,3,220,17,0,12,4.61
225247,10,England,male,271,9,300,27,0,8,5.42
225247,2,Pakistan,male,274,8,293,25,4,23,5.61
225248,2,Pakistan,male,235,8,300,17,7,24,4.7
225248,10,England,male,237,2,278,29,0,19,5.12
225249,2,Pakistan,male,154,9,300,8,1,24,3.08
225249,10,England,male,155,7,186,24,0,16,5.0
225250,11,Sri Lanka,male,257,9,300,19,1,42,5.14
225250,10,England,male,237,9,300,16,1,12,4.74
225251,11,Sri Lanka,male,319,8,300,30,4,33,6.38
225251,10,England,male,273,10,280,22,5,12,5.85
225252,10,England,male,261,7,300,23,1,14,5.22
225252,11,Sri Lanka,male,265,2,254,35,1,17,6.26
225253,11,Sri Lanka,male,318,7,300,26,3,30,6.36
225253,10,England,male,285,10,291,26,4,10,5.88
225254,10,England,male,321,7,300,30,2,26,6.42
225254,11,Sri Lanka,male,324,2,225,39,5,28,8.64
225437,11,Sri Lanka,male,244,9,300,23,2,29,4.88
225437,7,India,male,245,5,237,30,5,12,6.2
225959,7,India,male,249,9,300,24,5,11,4.98
225959,9,South Africa,male,252,5,293,27,0,24,5.16
226352,10,England,male,327,4,300,30,5,13,6.54
226352,2,Pakistan,male,285,10,281,22,3,12,6.09
226354,2,Pakistan,male,353,6,300,36,6,19,7.06
226354,10,England,male,188,10,252,20,0,13,4.48
226356,10,England,male,206,9,300,17,2,22,4.12
226356,2,Pakistan,male,200,9,300,18,1,14,4.0
226359,9,South Africa,male,221,6,300,15,1,14,4.42
226359,7,India,male,224,5,285,29,1,12,4.72
226364,1,Australia,male,252,8,300,20,6,18,5.04
226364,3,New Zealand,male,105,10,166,8,2,10,3.8
226375,1,Australia,male,228,10,299,17,4,14,4.58
226375,9,South Africa,male,231,5,293,21,2,18,4.73
226376,1,Australia,male,245,10,296,23,0,23,4.97
226376,9,South Africa,male,186,10,282,11,6,6,3.96
226377,1,Australia,male,281,7,300,24,2,8,5.62
226377,9,South Africa,male,201,9,300,14,1,7,4.02
226378,1,Australia,male,344,6,300,33,1,13,6.88
226378,9,South Africa,male,287,6,300,22,6,11,5.74
226380,11,Sri Lanka,male,309,7,300,24,4,14,6.18
226380,1,Australia,male,258,10,300,24,1,11,5.16
226381,11,Sri Lanka,male,218,8,300,10,3,19,4.36
226381,1,Australia,male,219,5,291,16,1,9,4.52
226382,11,Sri Lanka,male,233,8,300,11,0,21,4.66
226382,1,Australia,male,237,4,246,21,4,10,5.78
226383,11,Sri Lanka,male,282,6,300,26,1,26,5.64
226383,9,South Africa,male,188,10,266,15,2,4,4.24
226384,9,South Africa,male,263,5,300,14,3,17,5.26
226384,11,Sri Lanka,male,254,8,300,16,2,13,5.08
226385,11,Sri Lanka,male,221,10,286,19,4,15,4.64
226385,9,South Africa,male,224,5,271,15,4,11,4.96
226386,11,Sri Lanka,male,257,9,300,16,2,24,5.14
226386,9,South Africa,male,181,10,262,10,0,8,4.15
226390,11,Sri Lanka,male,164,10,284,14,1,11,3.46
226390,3,New Zealand,male,166,3,224,20,2,5,4.45
226391,11,Sri Lanka,male,255,7,300,27,0,16,5.1
226391,3,New Zealand,male,256,5,288,18,4,26,5.33
226392,3,New Zealand,male,224,9,300,19,2,13,4.48
226392,11,Sri Lanka,male,203,10,280,21,0,5,4.35
235831,7,India,male,328,10,298,41,4,16,6.6
235831,2,Pakistan,male,311,7,282,38,4,12,6.62
236358,11,Sri Lanka,male,274,8,300,12,7,13,5.48
236358,1,Australia,male,252,10,295,14,2,21,5.13
236520,2,Pakistan,male,265,10,296,30,1,9,5.37
236520,7,India,male,266,3,259,31,3,14,6.16
236595,1,Australia,male,368,5,300,33,7,7,7.36
236595,11,Sri Lanka,male,201,10,216,23,3,9,5.58
236809,2,Pakistan,male,288,8,300,30,3,22,5.76
236809,7,India,male,292,5,286,43,1,22,6.13
236963,11,Sri Lanka,male,266,9,300,19,1,5,5.32
236963,1,Australia,male,267,1,273,23,4,10,5.87
237222,2,Pakistan,male,161,10,251,16,0,17,3.85
237222,7,India,male,162,5,195,27,0,8,4.98
237568,3,New Zealand,male,288,9,300,24,1,23,5.76
237568,13,West Indies,male,207,10,285,15,3,9,4.36
237571,2,Pakistan,male,286,8,299,22,4,21,5.74
237571,7,India,male,287,2,281,32,4,15,6.13
237574,8,Bangladesh,male,118,10,215,8,2,10,3.29
237574,11,Sri Lanka,male,119,5,146,13,1,13,4.89
238169,11,Sri Lanka,male,212,10,294,13,3,11,4.33
238169,8,Bangladesh,male,213,6,282,23,1,14,4.53
238170,11,Sri Lanka,male,309,7,300,28,7,8,6.18
238170,8,Bangladesh,male,231,9,300,28,2,10,4.62
238173,8,Bangladesh,male,195,10,282,13,2,27,4.15
238173,1,Australia,male,196,6,265,15,6,17,4.44
238174,1,Australia,male,250,5,300,19,3,12,5.0
238174,8,Bangladesh,male,183,10,288,13,0,12,3.81
238175,8,Bangladesh,male,124,10,255,9,0,19,2.92
238175,1,Australia,male,127,1,136,13,2,7,5.6
238176,13,West Indies,male,200,9,300,17,3,10,4.0
238176,3,New Zealand,male,204,7,252,15,2,25,4.86
238177,3,New Zealand,male,276,6,300,19,7,23,5.52
238177,13,West Indies,male,255,10,294,24,6,5,5.2
238178,3,New Zealand,male,324,6,300,24,10,18,6.48
238178,13,West Indies,male,233,8,300,15,1,16,4.66
238179,3,New Zealand,male,233,10,297,17,0,13,4.71
238179,13,West Indies,male,234,7,298,20,3,3,4.71
238188,7,India,male,203,10,280,23,2,21,4.35
238188,10,England,male,164,10,229,25,2,7,4.3
238189,10,England,male,226,10,299,16,2,13,4.54
238189,7,India,male,230,6,293,23,1,21,4.71
238190,7,India,male,294,6,300,27,6,19,5.88
238190,10,England,male,245,10,293,24,3,7,5.02
238193,7,India,male,223,10,288,20,4,18,4.65
238193,10,England,male,227,5,256,24,1,27,5.32
238194,10,England,male,288,10,299,31,5,21,5.78
238194,7,India,male,289,3,295,29,2,17,5.88
238196,1,Australia,male,229,8,282,16,5,14,4.87
238196,9,South Africa,male,207,4,225,23,2,7,5.52
238197,9,South Africa,male,289,7,300,26,9,11,5.78
238197,1,Australia,male,93,10,207,10,1,3,2.7
238198,1,Australia,male,254,6,300,15,5,10,5.08
238198,9,South Africa,male,230,10,284,20,5,8,4.86
238199,9,South Africa,male,246,9,300,23,3,11,4.92
238199,1,Australia,male,247,9,295,30,3,13,5.02
238200,1,Australia,male,434,4,300,43,14,19,8.68
238200,9,South Africa,male,438,9,299,44,12,20,8.79
238213,2,Pakistan,male,201,8,300,10,2,13,4.02
238214,11,Sri Lanka,male,130,10,266,9,0,14,2.93
238214,2,Pakistan,male,134,6,268,6,1,19,3.0
238215,11,Sri Lanka,male,224,10,298,21,0,12,4.51
238215,2,Pakistan,male,229,6,272,28,1,14,5.05
239907,6,Zimbabwe,male,151,9,299,13,0,14,3.03
239907,13,West Indies,male,154,5,230,12,2,16,4.02
239908,13,West Indies,male,242,9,300,16,5,14,4.84
239908,6,Zimbabwe,male,144,10,277,14,0,21,3.12
239911,6,Zimbabwe,male,152,10,296,12,3,11,3.08
239911,13,West Indies,male,156,0,166,21,1,7,5.64
239912,13,West Indies,male,263,6,300,22,4,17,5.26
239912,6,Zimbabwe,male,72,2,73,4,1,16,5.92
239913,13,West Indies,male,266,8,299,16,6,18,5.34
239913,6,Zimbabwe,male,162,10,294,11,0,24,3.31
239916,13,West Indies,male,198,9,300,18,1,13,3.96
239916,7,India,male,197,10,298,14,1,17,3.97
239917,7,India,male,245,9,300,16,3,16,4.9
239917,13,West Indies,male,248,6,299,21,4,17,4.98
239918,7,India,male,217,7,300,20,0,16,4.34
239918,13,West Indies,male,218,4,264,23,3,14,4.95
239919,13,West Indies,male,255,6,300,18,1,20,5.1
239919,7,India,male,236,10,288,21,1,20,4.92
244510,7,India,male,197,10,300,14,0,8,3.94
244510,2,Pakistan,male,201,4,291,18,1,23,4.14
244511,7,India,male,269,5,300,28,2,8,5.38
244511,2,Pakistan,male,218,10,272,15,2,18,4.81
247457,13,West Indies,male,241,9,300,24,7,11,4.82
247457,2,Pakistan,male,187,10,284,15,2,4,3.95
247458,1,Australia,male,334,6,300,32,9,9,6.68
247458,4,Scotland,male,131,9,241,12,0,16,3.26
247460,11,Sri Lanka,male,321,6,299,24,3,30,6.44
247460,43,Bermuda,male,78,10,148,8,2,9,3.16
247461,14,Ireland,male,221,9,299,22,2,10,4.43
247461,6,Zimbabwe,male,221,10,299,26,1,10,4.43
247462,9,South Africa,male,353,3,240,30,18,11,8.82
247462,30,Netherlands,male,132,9,240,17,1,7,3.3
247463,10,England,male,209,7,300,15,2,13,4.18
247463,3,New Zealand,male,210,4,246,17,1,26,5.12
247464,7,India,male,191,10,297,14,1,16,3.86
247464,8,Bangladesh,male,192,5,291,17,5,13,3.96
247465,2,Pakistan,male,132,10,274,13,0,29,2.89
247465,14,Ireland,male,133,7,250,10,2,14,3.19
247466,1,Australia,male,358,5,300,34,13,19,7.16
247466,30,Netherlands,male,129,10,161,17,2,12,4.81
247467,10,England,male,279,6,300,25,3,19,5.58
247467,34,Canada,male,228,7,300,20,4,16,4.56
247468,7,India,male,413,5,300,30,18,31,8.26
247468,43,Bermuda,male,156,10,259,15,2,27,3.61
247469,6,Zimbabwe,male,202,5,300,17,1,23,4.04
247469,13,West Indies,male,204,4,287,16,6,22,4.26
247470,4,Scotland,male,186,8,300,17,3,12,3.72
247470,9,South Africa,male,188,3,140,26,4,2,8.06
247471,3,New Zealand,male,331,7,300,23,12,29,6.62
247471,44,Kenya,male,183,10,296,13,4,12,3.71
247472,11,Sri Lanka,male,318,4,300,20,12,24,6.36
247472,8,Bangladesh,male,112,10,222,12,1,7,3.03
247473,2,Pakistan,male,349,10,299,27,16,16,7.0
247473,6,Zimbabwe,male,99,10,115,4,6,4,5.17
247474,4,Scotland,male,136,10,205,18,2,15,3.98
247474,30,Netherlands,male,140,2,143,24,1,6,5.87
247475,3,New Zealand,male,363,5,301,29,11,24,7.24
247475,34,Canada,male,249,9,296,25,2,23,5.05
247476,11,Sri Lanka,male,254,6,300,22,1,27,5.08
247476,7,India,male,185,10,261,16,2,8,4.25
247477,14,Ireland,male,183,8,288,14,2,22,3.81
247477,13,West Indies,male,190,2,229,17,7,7,4.98
247478,1,Australia,male,377,6,300,40,11,14,7.54
247478,9,South Africa,male,294,10,288,32,6,17,6.12
247479,44,Kenya,male,177,10,258,15,0,22,4.12
247479,10,England,male,178,3,198,19,2,12,5.39
247480,43,Bermuda,male,94,9,126,6,2,11,4.48
247480,8,Bangladesh,male,96,3,105,5,1,21,5.49
247481,1,Australia,male,322,6,300,27,6,21,6.44
247481,13,West Indies,male,219,10,273,18,2,16,4.81
247482,11,Sri Lanka,male,209,10,297,18,0,8,4.22
247482,9,South Africa,male,212,9,290,14,1,13,4.39
247483,13,West Indies,male,177,10,268,16,1,9,3.96
247483,3,New Zealand,male,179,3,236,18,1,6,4.55
247484,10,England,male,266,7,300,22,4,18,5.32
247484,14,Ireland,male,218,10,289,12,2,17,4.53
247485,8,Bangladesh,male,104,6,132,4,2,7,4.73
247485,1,Australia,male,106,0,83,11,4,0,7.66
247486,11,Sri Lanka,male,303,5,300,16,7,25,6.06
247486,13,West Indies,male,190,10,267,8,6,11,4.27
247487,8,Bangladesh,male,174,10,291,13,2,17,3.59
247487,3,New Zealand,male,178,1,176,14,4,11,6.07
247488,14,Ireland,male,152,8,210,14,2,8,4.34
247488,9,South Africa,male,165,3,189,18,1,5,5.24
247489,11,Sri Lanka,male,235,10,300,15,1,17,4.7
247489,10,England,male,233,8,299,18,2,6,4.68
247490,8,Bangladesh,male,251,8,300,26,3,24,5.02
247490,9,South Africa,male,184,10,291,10,3,14,3.79
247491,10,England,male,247,10,299,18,2,18,4.96
247491,1,Australia,male,248,3,284,28,1,11,5.24
247492,3,New Zealand,male,263,8,300,19,3,16,5.26
247492,14,Ireland,male,134,10,226,7,3,13,3.56
247493,9,South Africa,male,356,4,301,24,14,9,7.1
247493,13,West Indies,male,289,9,300,22,5,7,5.78
247494,8,Bangladesh,male,143,10,224,15,1,15,3.83
247494,10,England,male,147,6,269,10,3,18,3.28
247495,3,New Zealand,male,219,7,300,12,2,17,4.38
247495,11,Sri Lanka,male,222,4,271,15,1,26,4.92
247496,14,Ireland,male,91,10,180,7,0,16,3.03
247496,1,Australia,male,92,1,74,8,2,13,7.46
247497,9,South Africa,male,193,7,300,8,3,11,3.86
247497,3,New Zealand,male,196,5,290,18,1,12,4.06
247498,14,Ireland,male,243,7,300,10,3,23,4.86
247498,8,Bangladesh,male,169,10,248,15,2,22,4.09
247499,11,Sri Lanka,male,226,10,298,17,3,19,4.55
247499,1,Australia,male,232,3,256,22,5,9,5.44
247500,10,England,male,154,10,288,13,1,16,3.21
247500,9,South Africa,male,157,1,116,23,0,9,8.12
247501,14,Ireland,male,77,10,166,8,1,9,2.78
247501,11,Sri Lanka,male,81,2,60,10,2,8,8.1
247502,13,West Indies,male,230,5,300,13,4,10,4.6
247502,8,Bangladesh,male,131,10,263,9,0,10,2.99
247503,1,Australia,male,348,6,300,31,6,16,6.96
247503,3,New Zealand,male,133,10,155,12,1,9,5.15
247504,13,West Indies,male,300,10,299,33,4,18,6.02
247504,10,England,male,301,9,299,27,3,22,6.04
247505,11,Sri Lanka,male,289,5,300,26,5,17,5.78
247505,3,New Zealand,male,208,10,250,10,7,21,4.99
247506,9,South Africa,male,149,10,263,17,1,17,3.4
247506,1,Australia,male,153,3,189,20,0,11,4.86
247507,1,Australia,male,281,4,228,20,10,23,7.39
247507,11,Sri Lanka,male,215,8,216,20,3,15,5.97
249207,6,Zimbabwe,male,197,10,297,13,2,15,3.98
249207,8,Bangladesh,male,201,2,268,21,0,10,4.5
249211,9,South Africa,male,248,8,300,26,2,10,4.96
249211,7,India,male,91,10,175,13,0,3,3.12
249212,9,South Africa,male,274,7,300,31,7,11,5.48
249212,7,India,male,168,10,249,13,6,5,4.05
249213,9,South Africa,male,243,8,300,21,4,9,4.86
249213,7,India,male,163,10,229,20,3,12,4.27
249214,7,India,male,200,9,300,18,3,13,4.0
249214,9,South Africa,male,201,1,188,22,4,14,6.41
249228,1,Australia,male,289,8,300,24,5,21,5.78
249228,3,New Zealand,male,184,10,231,14,5,10,4.78
249229,3,New Zealand,male,218,10,286,16,4,23,4.57
249229,1,Australia,male,224,8,292,24,1,16,4.6
249230,1,Australia,male,343,5,300,27,7,22,6.86
249230,3,New Zealand,male,335,5,300,29,8,27,6.7
249231,3,New Zealand,male,290,7,300,17,3,26,5.8
249231,1,Australia,male,291,5,289,20,2,13,6.04
249232,10,England,male,242,8,300,18,3,6,4.84
249232,1,Australia,male,246,2,272,23,1,19,5.43
249233,10,England,male,155,10,252,14,2,6,3.69
249233,1,Australia,male,156,6,232,15,1,18,4.03
249234,10,England,male,110,10,207,7,2,5,3.19
249234,1,Australia,male,111,1,147,12,0,7,4.53
249235,10,England,male,292,7,300,26,2,25,5.84
249235,1,Australia,male,200,9,233,19,3,24,5.15
249236,3,New Zealand,male,205,9,300,15,2,19,4.1
249236,10,England,male,206,7,299,15,0,11,4.13
249237,3,New Zealand,male,210,10,300,11,5,13,4.2
249237,10,England,male,120,10,227,10,0,8,3.17
249238,3,New Zealand,male,318,7,300,26,6,37,6.36
249238,10,England,male,260,8,300,18,4,18,5.2
249239,10,England,male,270,7,300,25,1,10,5.4
249239,3,New Zealand,male,256,8,300,22,0,19,5.12
249240,1,Australia,male,252,10,291,16,1,13,5.2
249240,10,England,male,253,6,297,11,2,13,5.11
249241,10,England,male,246,8,300,18,1,23,4.92
249241,1,Australia,male,152,8,162,15,2,11,5.63
249378,44,Kenya,male,168,10,295,18,2,14,3.42
249378,8,Bangladesh,male,170,4,181,27,1,9,5.64
249379,44,Kenya,male,184,10,279,13,5,16,3.96
249379,8,Bangladesh,male,185,8,276,20,2,22,4.02
249380,44,Kenya,male,118,10,248,7,2,11,2.85
249380,8,Bangladesh,male,120,4,162,18,1,14,4.44
249739,11,Sri Lanka,male,302,8,300,34,3,21,6.04
249739,8,Bangladesh,male,265,9,300,24,3,36,5.3
249740,6,Zimbabwe,male,85,10,181,9,0,7,2.82
249740,13,West Indies,male,90,1,86,11,3,11,6.28
249741,11,Sri Lanka,male,285,7,300,25,1,15,5.7
249741,6,Zimbabwe,male,141,10,255,15,0,27,3.32
249742,8,Bangladesh,male,161,10,279,14,2,7,3.46
249742,13,West Indies,male,164,0,220,17,3,8,4.47
249743,8,Bangladesh,male,231,6,300,25,1,17,4.62
249743,6,Zimbabwe,male,130,10,268,10,0,4,2.91
249744,13,West Indies,male,80,10,184,8,0,17,2.61
249744,11,Sri Lanka,male,83,1,80,16,0,4,6.22
249745,10,England,male,125,10,222,12,0,5,3.38
249745,7,India,male,126,6,177,17,0,19,4.27
249746,3,New Zealand,male,195,10,274,20,0,20,4.27
249746,9,South Africa,male,108,10,205,10,0,9,3.16
249747,11,Sri Lanka,male,253,10,296,23,2,17,5.13
249747,2,Pakistan,male,255,6,289,21,3,19,5.29
249748,13,West Indies,male,234,6,300,25,3,5,4.68
249748,1,Australia,male,224,9,300,23,0,20,4.48
249749,3,New Zealand,male,165,10,296,14,0,25,3.34
249749,11,Sri Lanka,male,166,3,216,19,1,13,4.61
249750,10,England,male,169,10,270,16,0,12,3.76
249750,1,Australia,male,170,4,221,20,0,20,4.62
249751,9,South Africa,male,219,9,300,12,4,13,4.38
249751,11,Sri Lanka,male,141,10,235,13,0,12,3.6
249752,3,New Zealand,male,274,7,300,30,3,16,5.48
249752,2,Pakistan,male,223,10,279,23,0,14,4.8
249753,7,India,male,223,9,300,20,2,15,4.46
249753,13,West Indies,male,224,7,298,22,1,14,4.51
249754,9,South Africa,male,213,8,300,19,2,26,4.26
249754,2,Pakistan,male,89,10,150,10,1,16,3.56
249755,13,West Indies,male,272,4,300,29,3,11,5.44
249755,10,England,male,276,7,291,30,1,25,5.69
249756,7,India,male,249,8,300,27,0,18,4.98
249756,1,Australia,male,252,4,274,31,0,26,5.52
249757,1,Australia,male,240,9,300,20,2,23,4.8
249757,3,New Zealand,male,206,10,276,18,1,22,4.48
249758,9,South Africa,male,258,8,300,21,2,23,5.16
249758,13,West Indies,male,262,4,263,32,4,16,5.98
249759,13,West Indies,male,138,10,184,17,3,14,4.5
249759,1,Australia,male,116,2,169,10,0,10,4.12
250668,9,South Africa,male,392,6,300,39,10,31,7.84
250668,2,Pakistan,male,228,10,280,23,7,4,4.89
250669,2,Pakistan,male,351,4,300,35,11,10,7.02
250669,9,South Africa,male,210,10,240,26,2,13,5.25
250670,2,Pakistan,male,245,8,299,21,2,7,4.92
250671,2,Pakistan,male,107,10,274,9,0,6,2.34
250671,9,South Africa,male,113,0,84,13,3,7,8.07
250672,2,Pakistan,male,153,10,245,16,1,13,3.75
250672,9,South Africa,male,156,1,170,15,3,14,5.51
251489,3,New Zealand,male,285,8,300,24,7,12,5.7
251489,11,Sri Lanka,male,289,3,240,34,5,30,7.22
251491,11,Sri Lanka,male,112,10,212,16,0,6,3.17
251491,3,New Zealand,male,110,6,147,12,4,10,4.49
251492,11,Sri Lanka,male,262,6,300,21,8,21,5.24
251492,3,New Zealand,male,73,10,159,12,0,5,2.75
251494,1,Australia,male,148,10,297,12,0,9,2.99
251494,3,New Zealand,male,149,0,162,16,4,6,5.52
251495,1,Australia,male,336,4,300,31,13,16,6.72
251495,3,New Zealand,male,340,5,291,34,7,24,7.01
251496,1,Australia,male,346,5,300,23,16,5,6.92
251496,3,New Zealand,male,350,9,297,33,10,27,7.07
255961,6,Zimbabwe,male,201,7,300,16,1,16,4.02
255961,9,South Africa,male,202,5,262,14,1,22,4.63
256607,7,India,male,309,5,300,26,8,32,6.18
256607,13,West Indies,male,141,2,120,21,1,26,7.05
256608,1,Australia,male,244,10,296,24,4,10,4.95
256608,7,India,male,35,5,48,3,1,8,4.38
256610,1,Australia,male,272,6,300,23,7,12,5.44
256610,13,West Indies,male,273,7,284,27,5,33,5.77
256612,7,India,male,162,10,237,14,2,22,4.1
256612,13,West Indies,male,146,10,246,16,0,14,3.56
256614,1,Australia,male,213,10,289,15,6,19,4.42
256614,7,India,male,195,10,263,11,2,27,4.45
256615,1,Australia,male,240,6,300,13,5,17,4.8
256615,13,West Indies,male,113,10,205,10,2,19,3.31
256665,7,India,male,11,0,22,2,0,0,3.0
257470,9,South Africa,male,418,5,300,36,15,14,8.36
257470,6,Zimbabwe,male,247,4,301,20,1,23,4.92
257769,13,West Indies,male,151,10,299,9,1,8,3.03
257769,2,Pakistan,male,154,8,290,12,0,15,3.19
257770,13,West Indies,male,207,7,279,20,2,23,4.45
257770,2,Pakistan,male,192,3,202,14,3,31,5.7
257771,2,Pakistan,male,209,10,299,11,1,22,4.19
257771,13,West Indies,male,212,3,209,28,2,30,6.09
257772,13,West Indies,male,238,7,300,17,1,25,4.76
257772,2,Pakistan,male,239,3,281,19,3,9,5.1
258465,10,England,male,225,10,299,12,0,19,4.52
258465,13,West Indies,male,146,10,239,14,0,21,3.67
258466,13,West Indies,male,278,5,300,21,8,20,5.56
258466,10,England,male,217,10,276,14,2,27,4.72
258467,13,West Indies,male,289,5,300,29,2,24,5.78
258467,10,England,male,196,10,266,17,1,19,4.42
258471,10,England,male,288,2,300,21,2,8,5.76
258471,7,India,male,184,10,300,10,3,20,3.68
258472,7,India,male,329,7,300,40,3,25,6.58
258472,10,England,male,320,8,300,33,8,28,6.4
258473,10,England,male,281,8,300,16,5,17,5.62
258473,7,India,male,239,10,289,23,3,15,4.96
258474,7,India,male,212,10,298,23,1,13,4.27
258474,10,England,male,213,7,288,23,0,19,4.44
258475,7,India,male,324,6,301,42,5,17,6.46
258475,10,England,male,242,8,234,18,4,12,6.21
258476,10,England,male,316,6,300,33,8,14,6.32
258476,7,India,male,317,8,298,38,3,18,6.38
258477,7,India,male,187,10,285,15,2,12,3.94
258477,10,England,male,188,3,218,19,2,17,5.17
259384,43,Bermuda,male,235,8,300,17,3,34,4.7
259384,34,Canada,male,239,5,287,21,3,15,5.0
259389,30,Netherlands,male,91,9,162,7,1,16,3.37
259389,43,Bermuda,male,94,4,102,14,1,7,5.53
259390,43,Bermuda,male,178,9,300,14,2,13,3.56
259390,34,Canada,male,179,7,238,18,0,30,4.51
259391,34,Canada,male,223,8,300,15,4,27,4.46
259391,30,Netherlands,male,205,9,250,18,4,12,4.92
259793,6,Zimbabwe,male,152,10,298,13,2,10,3.06
259793,9,South Africa,male,156,4,166,16,3,4,5.64
264068,6,Zimbabwe,male,217,7,300,15,3,21,4.34
