fold,date,target,raw_probability
4,2020-02-11,1,0.7230219124065805
4,2020-02-12,1,0.6383001661210891
4,2020-02-22,1,0.7633259057366051
4,2020-02-26,1,0.7292750273196871
4,2020-02-29,1,0.5859021887339867
4,2020-03-01,1,0.7681015372061332
4,2020-03-01,1,0.7260502413833825
4,2020-03-03,1,0.7611767710246257
4,2020-03-04,1,0.5750412839911564
4,2020-03-06,1,0.771759619014286
4,2020-03-07,1,0.6243495296994643
4,2020-03-13,1,0.7300978333639536
4,2020-07-30,0,0.2356873953959626
4,2020-08-01,0,0.2177491119156935
4,2020-08-04,0,0.8951847865130403
4,2020-09-11,1,0.6345965600925194
4,2020-09-13,1,0.5721476689503674
4,2020-09-16,0,0.578401301275724
4,2020-10-30,1,0.8706994936796165
4,2020-11-01,0,0.240649575851379
4,2020-11-27,1,0.6805995508251602
4,2020-11-29,1,0.7075800174023339
4,2020-12-02,1,0.5106974218085255
4,2021-01-08,0,0.6634659751393427
4,2021-01-18,1,0.600705299208552
4,2021-01-20,0,0.6818018227043833
4,2021-01-22,0,0.6356609444161669
4,2021-01-25,1,0.687921136353967
4,2021-03-10,1,0.4005815867473707
4,2021-03-12,1,0.4843827626742309
4,2021-03-14,1,0.4959010547939472
4,2021-03-20,0,0.42517826443406403
4,2021-03-23,0,0.4093991456795768
4,2021-03-23,1,0.7375047864390403
4,2021-03-26,1,0.7410457290394811
4,2021-03-26,0,0.7653030951239517
4,2021-03-28,1,0.7267622994334567
4,2021-04-02,0,0.6479232251869951
4,2021-04-04,1,0.5675543839034706
4,2021-04-07,1,0.5741399138500518
4,2021-05-19,1,0.4791841180893329
4,2021-05-20,0,0.5780534358171839
4,2021-05-23,1,0.4281958083634903
4,2021-05-25,1,0.441823874216981
4,2021-05-28,1,0.7202182163794479
4,2021-06-02,1,0.43086017951768707
4,2021-06-04,0,0.5312696932582645
4,2021-06-07,0,0.6507072665147074
4,2021-06-29,0,0.5973557102219377
4,2021-07-01,0,0.5705532521699744
4,2021-07-08,0,0.5456568343586922
4,2021-07-10,1,0.7042245394005152
4,2021-07-13,0,0.4842655497616162
4,2021-07-13,1,0.23471101854150428
4,2021-07-16,1,0.7951357873817079
4,2021-07-16,1,0.7819695783785414
4,2021-07-18,0,0.4422335763500346
4,2021-07-18,0,0.40276166206070335
4,2021-07-20,0,0.38617496344993274
4,2021-07-20,1,0.8157309708162822
4,2021-07-20,0,0.3871922409222006
4,2021-07-22,0,0.842116758002214
4,2021-07-23,0,0.8309786972647486
4,2021-07-26,0,0.3582268459079645
4,2021-09-02,1,0.5188243243771206
4,2021-09-04,1,0.6257367339255628
4,2021-09-06,0,0.49413922797710125
4,2021-09-07,1,0.5328795120412404
4,2021-09-07,0,0.44501027252119246
4,2021-09-08,1,0.5382063237034138
4,2021-09-09,1,0.6884712895512973
4,2021-09-10,1,0.7334424978507718
4,2021-09-13,0,0.6316552718331153
4,2021-09-13,0,0.3917033968656138
4,2021-09-14,0,0.41489680525377015
4,2021-09-16,0,0.2910711062435605
4,2021-09-19,0,0.6545206219702926
4,2021-09-25,0,0.3356685094992877
4,2021-09-26,1,0.7884865773810227
4,2021-09-28,1,0.4393396318484525
4,2021-09-29,0,0.3027779845311539
4,2021-10-01,0,0.2712723102491295
4,2021-11-26,1,0.4434668424621432
